row_label_raw,row_label_full,col_0,Số đầu năm,Số phải nộp trong năm,Số đã nộp trong năm,Số cuối năm,numeric__Số đầu năm,numeric__Số phải nộp trong năm,numeric__Số đã nộp trong năm,numeric__Số cuối năm
Thuế GTGT hàng bán nội địa,Thuế GTGT hàng bán nội địa,Thuế GTGT hàng bán nội địa,30.898.973.540,12.330.365.774,(42.269.335.189),960.004.125,30898973540.0,12330365774.0,-42269335189.0,960004125.0
Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,40.222.145.210,25.340.024.369,(57.592.986.369),8.088.805.906,40222145210.0,25340024369.0,-57592986369.0,8088805906.0
Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,1.041.542.787,1.530.524.854,(2.485.758.373),86.309.268,1041542787.0,1530524854.0,-2485758373.0,86309268.0
Các loại thuế khác,Các loại thuế khác,Các loại thuế khác,-,730.860.375,(730.860.375),-,,730860375.0,-730860375.0,
Cộng,Cộng,Cộng,72.162.661.537,39.931.775.372,(103.078.940.306),9.135.119.299,72162661537.0,39931775372.0,-103078940306.0,9135119299.0
