row_label_raw,row_label_full,Tên công ty,Địa chỉ trụ sở chính,Hoạt động kinh doanh chính,Tỷ lệ lợi ích,Tỷ lệ lợi ích_1,Tỷ lệ quyền biểu quyết,Tỷ lệ quyền biểu quyết_1,numeric__Địa chỉ trụ sở chính,numeric__Hoạt động kinh doanh chính,numeric__Tỷ lệ lợi ích,numeric__Tỷ lệ lợi ích_1,numeric__Tỷ lệ quyền biểu quyết,numeric__Tỷ lệ quyền biểu quyết_1
Tên công ty,Tên công ty,Tên công ty,Địa chỉ trụ sở chính,Hoạt động kinh doanh chính,Số cuối năm,Số đầu năm,Số cuối năm,Số đầu năm,,,,,,
Công ty TNHH một thành viên khách sạn Becamex,Tên công ty > Công ty TNHH một thành viên khách sạn Becamex,Công ty TNHH một thành viên khách sạn Becamex,"Becamex Hotel, 230 Đại Lộ Bình Dương, TP. Thủ Dầu Một, tỉnh Bình Dương","Kinh doanh nhà hàng và các dịch vụ ăn uống, tổ chức sự kiện, các dịch vụ khách sạn, đại lý vé máy bay, tàu hoà",100%,100%,100%,100%,,,1.0,1.0,1.0,1.0
Công ty TNHH một thành viên thương mại Becamex,Tên công ty > Công ty TNHH một thành viên thương mại Becamex,Công ty TNHH một thành viên thương mại Becamex,"Becamex Tower, 230 Đại Lộ Bình Dương, TP. Thủ Dầu Một, tỉnh Bình Dương","Kinh doanh hoạt động trung tâm thương mại, du lịch, vận tải hành khách, đại lý vé máy bay, tàu hóa",100%,100%,100%,100%,,,1.0,1.0,1.0,1.0
