row_label_raw,row_label_full,col_0,Số đầu năm,Số tiền vay phát sinh trong năm,Kết chuyển sang vay và nợ ngắn hạn,Số cuối năm,numeric__Số đầu năm,numeric__Số tiền vay phát sinh trong năm,numeric__Kết chuyển sang vay và nợ ngắn hạn,numeric__Số cuối năm
Vay dài hạn ngân hàng,Vay dài hạn ngân hàng,Vay dài hạn ngân hàng,255.696.983.241,423.803.344.883,185.250.328.124,494.250.000.000,255696983241.0,423803344883.0,185250328124.0,494250000000.0
Trái phiếu thường,Trái phiếu thường,Trái phiếu thường,1.000.000.000.000,-,-,1.000.000.000.000,1000000000000.0,,,1000000000000.0
Cộng,Cộng,Cộng,1.255.696.983.241,423.803.344.883,185.250.328.124,1.494.250.000.000,1255696983241.0,423803344883.0,185250328124.0,1494250000000.0
