row_label_raw,row_label_full,Quá hạn,2024 > Giá trị gốc VND,2024 > Giá trị có thể thu hồi VND,2024 > Dự phòng VND,2023 > Giá trị gốc VND,2023 > Giá trị có thể thu hồi VND,2023 > Dự phòng VND,numeric__2024 > Giá trị gốc VND,numeric__2024 > Giá trị có thể thu hồi VND,numeric__2024 > Dự phòng VND,numeric__2023 > Giá trị gốc VND,numeric__2023 > Giá trị có thể thu hồi VND,numeric__2023 > Dự phòng VND
Công ty TNHH Năng lượng,Công ty TNHH Năng lượng,Công ty TNHH Năng lượng,,,,,,,,,,,,
Mê Kông,Công ty TNHH Năng lượng > Mê Kông,Mê Kông,1.010.735.528.862,585.979.459.193,424.756.069.659,257.409.585.002,257.409.585.002,-,1010735528862.0,585979459193.0,424756069659.0,257409585002.0,257409585002.0,
Từ 2 năm đến 3 năm,Công ty TNHH Năng lượng > Từ 2 năm đến 3 năm,Từ 2 năm đến 3 năm,56.647.465.423,16.994.239.627,39.653.225.736,-,-,-,56647465423.0,16994239627.0,39653225736.0,,,
Từ 1 năm đến 2 năm,Công ty TNHH Năng lượng > Từ 1 năm đến 2 năm,Từ 1 năm đến 2 năm,494.382.124.206,247.191.062.103,247.191.062.103,20.678.457.717,20.678.457.717,-,494382124206.0,247191062103.0,247191062103.0,20678457717.0,20678457717.0,
Từ 6 tháng đến 1 năm,Công ty TNHH Năng lượng > Từ 6 tháng đến 1 năm,Từ 6 tháng đến 1 năm,459.705.939.233,321.794.157.463,137.911.781.770,236.731.127.285,236.731.127.285,-,459705939233.0,321794157463.0,137911781770.0,236731127285.0,236731127285.0,
Công ty Điện lực TNHH BOT,Công ty Điện lực TNHH BOT,Công ty Điện lực TNHH BOT,,,,,,,,,,,,
Phú Mỹ 3,Công ty Điện lực TNHH BOT > Phú Mỹ 3,Phú Mỹ 3,888.333.195.622,507.569.714.198,380.763.481.424,222.717.109.666,222.717.109.666,-,888333195622.0,507569714198.0,380763481424.0,222717109666.0,222717109666.0,
Từ 2 năm đến 3 năm,Công ty Điện lực TNHH BOT > Từ 2 năm đến 3 năm,Từ 2 năm đến 3 năm,44.733.556.510,13.420.066.953,31.313.489.557,-,-,-,44733556510.0,13420066953.0,31313489557.0,,,
Từ 1 năm đến 2 năm,Công ty Điện lực TNHH BOT > Từ 1 năm đến 2 năm,Từ 1 năm đến 2 năm,481.850.500.665,240.925.250.332,240.925.250.333,16.108.283.990,16.108.283.990,-,481850500665.0,240925250332.0,240925250333.0,16108283990.0,16108283990.0,
Từ 6 tháng đến 1 năm,Công ty Điện lực TNHH BOT > Từ 6 tháng đến 1 năm,Từ 6 tháng đến 1 năm,361.749.138.447,253.224.396.913,108.524.741.534,206.608.825.676,206.608.825.676,-,361749138447.0,253224396913.0,108524741534.0,206608825676.0,206608825676.0,
Công ty Nhiệt điện Phú Mỹ - Chi nhánh Tổng Công ty,Công ty Nhiệt điện Phú Mỹ - Chi nhánh Tổng Công ty,Công ty Nhiệt điện Phú Mỹ - Chi nhánh Tổng Công ty,,,,,,,,,,,,
Phát điện 3 - Công ty Cổ phần,Công ty Nhiệt điện Phú Mỹ - Chi nhánh Tổng Công ty > Phát điện 3 - Công ty Cổ phần,Phát điện 3 - Công ty Cổ phần,401.217.852.660,202.878.983.906,198.338.868.754,185.206.032.519,185.206.032.519,-,401217852660.0,202878983906.0,198338868754.0,185206032519.0,185206032519.0,
Từ 2 năm đến 3 năm,Công ty Nhiệt điện Phú Mỹ - Chi nhánh Tổng Công ty > Từ 2 năm đến 3 năm,Từ 2 năm đến 3 năm,96.793.979.068,29.038.193.720,67.755.785.348,-,-,-,96793979068.0,29038193720.0,67755785348.0,,,
Từ 1 năm đến 2 năm,Công ty Nhiệt điện Phú Mỹ - Chi nhánh Tổng Công ty > Từ 1 năm đến 2 năm,Từ 1 năm đến 2 năm,196.279.606.644,98.139.803.322,98.139.803.322,77.889.217.804,77.889.217.804,-,196279606644.0,98139803322.0,98139803322.0,77889217804.0,77889217804.0,
Từ 6 tháng đến 1 năm,Công ty Nhiệt điện Phú Mỹ - Chi nhánh Tổng Công ty > Từ 6 tháng đến 1 năm,Từ 6 tháng đến 1 năm,108.144.266.948,75.700.986.864,32.443.280.084,107.316.814.715,107.316.814.715,-,108144266948.0,75700986864.0,32443280084.0,107316814715.0,107316814715.0,
Khác,Công ty Nhiệt điện Phú Mỹ - Chi nhánh Tổng Công ty > Khác,Khác,194.715.904.970,9.253.059.265,185.462.845.705,176.978.975.633,5.197.235.761,171.781.739.872,194715904970.0,9253059265.0,185462845705.0,176978975633.0,5197235761.0,171781739872.0
Trên 3 năm,Công ty Nhiệt điện Phú Mỹ - Chi nhánh Tổng Công ty > Trên 3 năm,Trên 3 năm,194.715.904.970,9.253.059.265,185.462.845.705,176.978.975.633,5.197.235.761,171.781.739.872,194715904970.0,9253059265.0,185462845705.0,176978975633.0,5197235761.0,171781739872.0
,,,5.441.791.177.829,2.814.581.882.029,2.627.209.295.830,1.795.966.693.990,1.040.061.073.600,755.905.620.390,5441791177829.0,2814581882029.0,2627209295830.0,1795966693990.0,1040061073600.0,755905620390.0
