row_label_raw,row_label_full,Mã số,TÀI SẢN (tiếp theo),Thuyết minh,Tại ngày 31 tháng 12 năm > 2024 VND,Tại ngày 31 tháng 12 năm > 2023 VND,numeric__TÀI SẢN (tiếp theo),numeric__Thuyết minh,numeric__Tại ngày 31 tháng 12 năm > 2024 VND,numeric__Tại ngày 31 tháng 12 năm > 2023 VND
200,200,200,TÀI SẢN DÀI HẠN,,24.564.385.978.120,25.536.703.177.509,,,24564385978120.0,25536703177509.0
210,210,210,Các khoản phải thu dài hạn,,531.249.275.544,318.104.299.805,,,531249275544.0,318104299805.0
212,212,212,Trà trước cho người bán dài hạn,,70.495.232.935,75.492.428.136,,,70495232935.0,75492428136.0
216,216,216,Phải thu dài hạn khác,7(b),460.754.042.609,242.611.871.669,,,460754042609.0,242611871669.0
220,220,220,Tài sản cố định,,18.221.636.601.588,19.532.137.951.089,,,18221636601588.0,19532137951089.0
221,221,221,Tài sản cố định hữu hình,11(a),17.852.624.248.675,19.144.905.041.836,,,17852624248675.0,19144905041836.0
222,222,222,Nguyên giá,,64.803.330.016.602,63.430.842.474.117,,,64803330016602.0,63430842474117.0
223,223,223,Giá trị khấu hao lũy kế,,(46.950.705.767.927),(44.285.937.432.281),,,-46950705767927.0,-44285937432281.0
227,227,227,Tài sản cố định vô hình,11(b),369.012.352.913,387.232.909.253,,,369012352913.0,387232909253.0
228,228,228,Nguyên giá,,655.572.693.047,645.743.375.195,,,655572693047.0,645743375195.0
229,229,229,Giá trị khấu hao lũy kế,,(286.560.340.134),(258.510.465.942),,,-286560340134.0,-258510465942.0
230,230,230,Bắt động sản đầu tư,,30.370.446.725,31.726.639.557,,,30370446725.0,31726639557.0
231,231,231,Nguyên giá,,38.867.115.741,38.867.115.741,,,38867115741.0,38867115741.0
232,232,232,Giá trị khấu hao lũy kế,,(8.496.669.016),(7.140.476.184),,,-8496669016.0,-7140476184.0
240,240,240,Tài sản dở dang dài hạn,,1.717.948.385.041,1.780.813.510.170,,,1717948385041.0,1780813510170.0
242,242,242,Chi phí xây dựng cơ bản dở dang,12,1.717.948.385.041,1.780.813.510.170,,12.0,1717948385041.0,1780813510170.0
250,250,250,Đầu tư tài chính dài hạn,,399.715.358.524,398.010.821.463,,,399715358524.0,398010821463.0
252,252,252,Đầu tư vào công ty liên kết,4(b),389.715.358.524,388.010.821.463,,,389715358524.0,388010821463.0
253,253,253,Đầu tư góp vốn vào đơn vị khác,4(c),35.000.000.000,35.000.000.000,,,35000000000.0,35000000000.0
254,254,254,Dự phòng đầu tư tài chính dài hạn,4(c),(25.000.000.000),(25.000.000.000),,,-25000000000.0,-25000000000.0
260,260,260,Tài sản dài hạn khác,,3.663.465.910.698,3.475.909.955.425,,,3663465910698.0,3475909955425.0
261,261,261,Chi phí trả trước dài hạn,10(b),3.630.161.349.445,3.435.836.263.150,,,3630161349445.0,3435836263150.0
262,262,262,Tài sản thuế thu nhập doanh nghiệp hoãn lại,,33.304.561.253,40.073.692.275,,,33304561253.0,40073692275.0
270,270,270,TỔNG TÀI SẢN,,81.854.881.408.158,87.754.455.330.448,,,81854881408158.0,87754455330448.0
