row_label_raw,row_label_full,col_0,Số liệu báo cáo trước đây,Điều chỉnh,Số liệu trình bày lại,numeric__Số liệu báo cáo trước đây,numeric__Điều chỉnh,numeric__Số liệu trình bày lại
Lợi nhuận thuần phân bổ cho các cổ đông (VND),Lợi nhuận thuần phân bổ cho các cổ đông (VND),Lợi nhuận thuần phân bổ cho các cổ đông (VND),11.606.030.646.959,-,11.606.030.646.959,11606030646959.0,,11606030646959.0
"Điều chỉnh giảm số trích quỹ khen thưởng, phúc lợi (VND)","Điều chỉnh giảm số trích quỹ khen thưởng, phúc lợi (VND)","Điều chỉnh giảm số trích quỹ khen thưởng, phúc lợi (VND)",(187.396.633.794),(204.699.870.331),(392.096.504.125),-187396633794.0,-204699870331.0,-392096504125.0
,,,11.418.634.013.165,(204.699.870.331),11.213.934.142.834,11418634013165.0,-204699870331.0,11213934142834.0
Bình quân số cổ phiếu phổ thông đang lưu hành (cổ phiếu),Bình quân số cổ phiếu phổ thông đang lưu hành (cổ phiếu),Bình quân số cổ phiếu phổ thông đang lưu hành (cổ phiếu),2.296.739.847,45.933.072,2.342.672.919,2296739847.0,45933072.0,2342672919.0
Lãi cơ bản trên mỗi cổ phiếu (VND),Lãi cơ bản trên mỗi cổ phiếu (VND),Lãi cơ bản trên mỗi cổ phiếu (VND),4.972,(185),4.787,4972.0,-185.0,4787.0
