row_label_raw,row_label_full,col_0,2024,2024_1,2023,2023_1,numeric__2024,numeric__2024_1,numeric__2023,numeric__2023_1
,,,Giá gốc VND,Dự phòng VND,Giá gốc VND,Dự phòng VND,,,,
Hàng mua đang đi đường,Hàng mua đang đi đường,Hàng mua đang đi đường,1.210.323.529.576,-,1.694.417.707.278,-,1210323529576.0,,1694417707278.0,
"Vật tư, phụ tùng thay thế","Vật tư, phụ tùng thay thế","Vật tư, phụ tùng thay thế",730.680.360.678,(133.055.767.522),786.762.627.706,(125.330.102.348),730680360678.0,-133055767522.0,786762627706.0,-125330102348.0
Nguyên vật liệu,Nguyên vật liệu,Nguyên vật liệu,302.871.261.027,-,265.617.308.193,-,302871261027.0,,265617308193.0,
"Công cụ, dụng cụ","Công cụ, dụng cụ","Công cụ, dụng cụ",43.704.504.951,-,46.504.569.738,-,43704504951.0,,46504569738.0,
Chi phí SXKD dở dang,Chi phí SXKD dở dang,Chi phí SXKD dở dang,27.705.782.423,-,22.660.429.595,-,27705782423.0,,22660429595.0,
Thành phẩm,Thành phẩm,Thành phẩm,192.304.492.344,-,113.925.487.914,-,192304492344.0,,113925487914.0,
Hàng hóa,Hàng hóa,Hàng hóa,2.132.714.834.357,-,1.090.260.917.783,-,2132714834357.0,,1090260917783.0,
Hàng gửi đi bán,Hàng gửi đi bán,Hàng gửi đi bán,91.701.951.759,-,49.725.479.887,-,91701951759.0,,49725479887.0,
,,,4.732.006.717.115,(133.055.767.522),4.069.874.528.094,(125.330.102.348),4732006717115.0,-133055767522.0,4069874528094.0,-125330102348.0
