row_label_raw,row_label_full,Mã số,TÀI SẢN,Thuyết minh,Tại ngày 31 tháng 12 năm > 2024 VND,Tại ngày 31 tháng 12 năm > 2023 VND,numeric__TÀI SẢN,numeric__Thuyết minh,numeric__Tại ngày 31 tháng 12 năm > 2024 VND,numeric__Tại ngày 31 tháng 12 năm > 2023 VND
100,100,100,TÀI SẢN NGÂN HẠN,,57.290.495.430.038,62.217.752.152.939,,,57290495430038.0,62217752152939.0
110,110,110,Tiền và các khoản tương đương tiền,3,5.567.983.431.468,5.668.895.193.049,,3.0,5567983431468.0,5668895193049.0
111,111,111,Tiền,,1.248.083.431.468,1.156.470.360.119,,,1248083431468.0,1156470360119.0
112,112,112,Các khoản tương đương tiền,,4.319.900.000.000,4.512.424.832.930,,,4319900000000.0,4512424832930.0
120,120,120,Khoản đầu tư tài chính ngắn hạn,,27.494.031.282.702,35.084.645.516.061,,,27494031282702.0,35084645516061.0
123,123,123,Đầu tư nắm giữ đến ngày đáo hạn,4(a),27.494.031.282.702,35.084.645.516.061,,,27494031282702.0,35084645516061.0
130,130,130,Các khoản phải thu ngắn hạn,,19.098.417.078.475,16.865.314.290.394,,,19098417078475.0,16865314290394.0
131,131,131,Phải thu ngắn hạn của khách hàng,5,16.744.655.874.477,12.541.281.232.880,,5.0,16744655874477.0,12541281232880.0
132,132,132,Trả trước cho người bán ngắn hạn,6,375.639.323.197,264.140.292.943,,6.0,375639323197.0,264140292943.0
136,136,136,Phải thu ngắn hạn khác,7(a),4.746.916.152.558,4.910.282.093.910,,,4746916152558.0,4910282093910.0
137,137,137,Dự phòng phải thu ngắn hạn khó đòi,8,(2.768.794.271.757),(850.389.329.339),,8.0,-2768794271757.0,-850389329339.0
140,140,140,Hàng tồn kho,9,4.598.950.949.593,3.944.544.425.746,,9.0,4598950949593.0,3944544425746.0
141,141,141,Hàng tồn kho,,4.732.006.717.115,4.069.874.528.094,,,4732006717115.0,4069874528094.0
149,149,149,Dự phòng giảm giá hàng tồn kho,,(133.055.767.522),(125.330.102.348),,,-133055767522.0,-125330102348.0
150,150,150,Tài sản ngắn hạn khác,,531.112.687.800,654.352.727.689,,,531112687800.0,654352727689.0
151,151,151,Chi phí trả trước ngắn hạn,10(a),46.023.323.039,60.533.414.354,,,46023323039.0,60533414354.0
152,152,152,"Thuế giá trị gia tăng (""GTGT"") được khấu trừ",14(a),447.768.536.836,547.765.432.305,,,447768536836.0,547765432305.0
153,153,153,Thuế và các khoản phải thu Nhà nước,14(b),37.320.827.925,46.053.881.030,,,37320827925.0,46053881030.0
