row_label_raw,row_label_full,Lãi tiền gửi từ công ty thành viên thuộc Tập đoàn,Lãi tiền gửi từ công ty thành viên thuộc Tập đoàn_1,Lãi tiền gửi từ công ty thành viên thuộc Tập đoàn_2,numeric__Lãi tiền gửi từ công ty thành viên thuộc Tập đoàn_1,numeric__Lãi tiền gửi từ công ty thành viên thuộc Tập đoàn_2
Ngân hàng TMCP Đại chúng Việt Nam,Ngân hàng TMCP Đại chúng Việt Nam,Ngân hàng TMCP Đại chúng Việt Nam,70.627.845.106,90.070.878.119,70627845106.0,90070878119.0
Cổ tức nhận được từ công ty liên kết,Cổ tức nhận được từ công ty liên kết,Cổ tức nhận được từ công ty liên kết,Cổ tức nhận được từ công ty liên kết,Cổ tức nhận được từ công ty liên kết,,
Công ty Cổ phần Kinh doanh Khí Miền Nam,Cổ tức nhận được từ công ty liên kết > Công ty Cổ phần Kinh doanh Khí Miền Nam,Công ty Cổ phần Kinh doanh Khí Miền Nam,35.263.158.000,35.263.158.000,35263158000.0,35263158000.0
Lợi nhuận được chia từ công ty thành viên thuộc Tập đoàn,Lợi nhuận được chia từ công ty thành viên thuộc Tập đoàn,Lợi nhuận được chia từ công ty thành viên thuộc Tập đoàn,Lợi nhuận được chia từ công ty thành viên thuộc Tập đoàn,Lợi nhuận được chia từ công ty thành viên thuộc Tập đoàn,,
Tổng Công ty Dầu Việt Nam - CTCP (*),Lợi nhuận được chia từ công ty thành viên thuộc Tập đoàn > Tổng Công ty Dầu Việt Nam - CTCP (*),Tổng Công ty Dầu Việt Nam - CTCP (*),249.926.814,19.265.096.689,249926814.0,19265096689.0
