row_label_raw,row_label_full,Công ty thành viên thuộc Tập đoàn,Công ty thành viên thuộc Tập đoàn_1,Công ty thành viên thuộc Tập đoàn_2,numeric__Công ty thành viên thuộc Tập đoàn_1,numeric__Công ty thành viên thuộc Tập đoàn_2
Công ty Điều hành Đường ống Tây Nam,Công ty Điều hành Đường ống Tây Nam,Công ty Điều hành Đường ống Tây Nam,445.948.514.436,7.019.720.086,445948514436.0,7019720086.0
Tổng Công ty Cổ phần Dịch vụ Kỹ thuật Dầu khí Việt Nam,Tổng Công ty Cổ phần Dịch vụ Kỹ thuật Dầu khí Việt Nam,Tổng Công ty Cổ phần Dịch vụ Kỹ thuật Dầu khí Việt Nam,-,69.473.052.000,,69473052000.0
,,,445.948.514.436,76.492.772.086,445948514436.0,76492772086.0
