row_label_raw,row_label_full,col_0,TÀI SẢN,Mã số,Thuyết minh,Số cuối năm,Số đầu năm,numeric__TÀI SẢN,numeric__Mã số,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
A.,A.,A.,TÀI SẢN NGẮN HẠN,100,,12.372.118.360.045,13.452.768.128.951,,100.0,,12372118360045.0,13452768128951.0
I.,I.,I.,Tiền,110,4,1.785.560.179.614,2.261.856.283.728,,110.0,4.0,1785560179614.0,2261856283728.0
1.,1.,1.,Tiền,111,,1.785.560.179.614,2.261.856.283.728,,111.0,,1785560179614.0,2261856283728.0
II.,II.,II.,Đầu tư tài chính ngắn hạn,120,5,6.982.000.000.000,8.212.000.000.000,,120.0,5.0,6982000000000.0,8212000000000.0
1.,1.,1.,Đầu tư nằm giữ đến ngày đáo hạn,123,,6.982.000.000.000,8.212.000.000.000,,123.0,,6982000000000.0,8212000000000.0
III.,III.,III.,Các khoản phải thu ngắn hạn,130,,409.165.889.674,385.469.289.559,,130.0,,409165889674.0,385469289559.0
1.,1.,1.,Phải thu ngắn hạn của khách hàng,131,6,104.792.932.300,194.850.083.071,,131.0,6.0,104792932300.0,194850083071.0
2.,2.,2.,Trả trước cho người bán ngắn hạn,132,7,232.925.396.611,78.518.804.858,,132.0,7.0,232925396611.0,78518804858.0
3.,3.,3.,Phải thu ngắn hạn khác,136,8,114.676.084.224,154.658.029.759,,136.0,8.0,114676084224.0,154658029759.0
4.,4.,4.,Dự phòng phải thu ngắn hạn khó đòi,137,,(43.228.523.461),(42.557.628.129),,137.0,,-43228523461.0,-42557628129.0
IV.,IV.,IV.,Hàng tồn kho,140,9,2.699.937.010.432,2.142.686.995.402,,140.0,9.0,2699937010432.0,2142686995402.0
1.,1.,1.,Hàng tồn kho,141,,2.741.616.567.239,2.173.961.651.459,,141.0,,2741616567239.0,2173961651459.0
2.,2.,2.,Dự phòng giảm giá hàng tồn kho,149,,(41.679.556.807),(31.274.656.057),,149.0,,-41679556807.0,-31274656057.0
V.,V.,V.,Tài sản ngắn hạn khác,150,,495.455.280.325,450.755.560.262,,150.0,,495455280325.0,450755560262.0
1.,1.,1.,Chi phí trả trước ngắn hạn,151,10,346.387.944.787,324.185.399.716,,151.0,10.0,346387944787.0,324185399716.0
2.,2.,2.,Thuế giá trị gia tăng được khấu trừ,152,,148.565.133.209,126.067.958.217,,152.0,,148565133209.0,126067958217.0
3.,3.,3.,Thuế và các khoản khác phải thu Nhà nước,153,16,502.202.329,502.202.329,,153.0,16.0,502202329.0,502202329.0
B.,B.,B.,TÀI SẢN DÀI HẠN,200,,2.858.453.228.205,1.713.267.329.945,,200.0,,2858453228205.0,1713267329945.0
I.,I.,I.,Tài sản cố định,220,,1.581.164.764.722,1.565.916.044.056,,220.0,,1581164764722.0,1565916044056.0
1.,1.,1.,Tài sản cố định hữu hình,221,11,1.218.059.198.152,1.215.508.303.075,,221.0,11.0,1218059198152.0,1215508303075.0
,,,- Nguyên giá,222,,15.521.649.800.413,15.302.181.635.585,,222.0,,15521649800413.0,15302181635585.0
,,,- Giá trị hao mòn lũy kế,223,,(14.303.590.602.261),(14.086.673.332.510),,223.0,,-14303590602261.0,-14086673332510.0
2.,2.,2.,Tài sản cố định vô hình,227,12,363.105.566.570,350.407.740.981,,227.0,12.0,363105566570.0,350407740981.0
,,,- Nguyên giá,228,,536.154.678.568,499.937.770.131,,228.0,,536154678568.0,499937770131.0
,,,- Giá trị hao mòn lũy kế,229,,(173.049.111.998),(149.530.029.150),,229.0,,-173049111998.0,-149530029150.0
II.,II.,II.,Tài sản dở dang dài hạn,240,,601.000.110.098,86.003.883.188,,240.0,,601000110098.0,86003883188.0
1.,1.,1.,Chi phí xây dựng cơ bản dở dang,242,13,601.000.110.098,86.003.883.188,,242.0,13.0,601000110098.0,86003883188.0
III.,III.,III.,Đầu tư tài chính dài hạn,250,5,632.584.589.500,20.826.250.000,,250.0,5.0,632584589500.0,20826250000.0
1.,1.,1.,Đầu tư vào công ty con,251,,632.584.589.500,20.826.250.000,,251.0,,632584589500.0,20826250000.0
IV.,IV.,IV.,Tài sản dài hạn khác,260,,43.703.763.885,40.521.152.701,,260.0,,43703763885.0,40521152701.0
1.,1.,1.,Chi phí trả trước dài hạn,261,10,26.200.894.378,32.565.979.597,,261.0,10.0,26200894378.0,32565979597.0
2.,2.,2.,Tài sản thuế thu nhập hoãn lại,262,,17.502.869.507,7.955.173.104,,262.0,,17502869507.0,7955173104.0
,,,TỔNG CỘNG TÀI SẢN (270=100+200),270,,15.230.571.588.250,15.166.035.458.896,,270.0,,15230571588250.0,15166035458896.0
