row_label_raw,row_label_full,col_0,Số đầu năm,Số phải nộp trong năm,Số đã thực nộp trong năm,Số cuối năm,numeric__Số đầu năm,numeric__Số phải nộp trong năm,numeric__Số đã thực nộp trong năm,numeric__Số cuối năm
,,,VND,VND,VND,VND,,,,
a. Các khoản phải thu,a. Các khoản phải thu,a. Các khoản phải thu,a. Các khoản phải thu,a. Các khoản phải thu,a. Các khoản phải thu,a. Các khoản phải thu,,,,
Thuế giá trị gia tăng,a. Các khoản phải thu > Thuế giá trị gia tăng,Thuế giá trị gia tăng,104.855.724,-,-,104.855.724,104855724.0,,,104855724.0
Tiền thuê đất,a. Các khoản phải thu > Tiền thuê đất,Tiền thuê đất,397.346.605,1.026.925.907,1.026.925.907,397.346.605,397346605.0,1026925907.0,1026925907.0,397346605.0
,,,502.202.329,1.026.925.907,1.026.925.907,502.202.329,502202329.0,1026925907.0,1026925907.0,502202329.0
b. Các khoản phải nộp,b. Các khoản phải nộp,b. Các khoản phải nộp,b. Các khoản phải nộp,b. Các khoản phải nộp,b. Các khoản phải nộp,b. Các khoản phải nộp,,,,
Thuế giá trị gia tăng hàng nhập khẩu,b. Các khoản phải nộp > Thuế giá trị gia tăng hàng nhập khẩu,Thuế giá trị gia tăng hàng nhập khẩu,-,5.350.023.566,5.350.023.566,-,,5350023566.0,5350023566.0,
Thuế xuất khẩu,b. Các khoản phải nộp > Thuế xuất khẩu,Thuế xuất khẩu,-,126.785.608.984,126.785.608.984,-,,126785608984.0,126785608984.0,
Thuế nhập khẩu,b. Các khoản phải nộp > Thuế nhập khẩu,Thuế nhập khẩu,9.517.173.543,29.689.268.980,39.206.442.523,-,9517173543.0,29689268980.0,39206442523.0,
Thuế thu nhập doanh nghiệp,b. Các khoản phải nộp > Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,53.324.340.830,97.518.384.291,115.624.003.744,35.218.721.377,53324340830.0,97518384291.0,115624003744.0,35218721377.0
Thuế thu nhập cá nhân,b. Các khoản phải nộp > Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,10.026.073.061,97.653.274.460,93.355.730.501,14.323.617.020,10026073061.0,97653274460.0,93355730501.0,14323617020.0
Thuế tài nguyên,b. Các khoản phải nộp > Thuế tài nguyên,Thuế tài nguyên,228.356.850,2.570.693.250,2.570.046.900,229.003.200,228356850.0,2570693250.0,2570046900.0,229003200.0
Thuế môn bài,b. Các khoản phải nộp > Thuế môn bài,Thuế môn bài,-,6.000.000,6.000.000,-,,6000000.0,6000000.0,
"Thuế, phí và các khoản lệ phí khác","b. Các khoản phải nộp > Thuế, phí và các khoản lệ phí khác","Thuế, phí và các khoản lệ phí khác",37.037,6.556.220.620,6.537.632.657,18.625.000,37037.0,6556220620.0,6537632657.0,18625000.0
,,,73.095.981.321,366.129.474.151,389.435.488.875,49.789.966.597,73095981321.0,366129474151.0,389435488875.0,49789966597.0
