row_label_raw,row_label_full,col_0,Năm nay,Năm trước,numeric__Năm nay,numeric__Năm trước
,,,VND,VND,,
Chi phí nhân viên quản lý,Chi phí nhân viên quản lý,Chi phí nhân viên quản lý,537.963.023.396,506.389.446.161,537963023396.0,506389446161.0
"Chi phí vật liệu, đồ dùng văn phòng","Chi phí vật liệu, đồ dùng văn phòng","Chi phí vật liệu, đồ dùng văn phòng",10.936.569.782,9.786.426.242,10936569782.0,9786426242.0
Chi phí khấu hao tài sản cố định,Chi phí khấu hao tài sản cố định,Chi phí khấu hao tài sản cố định,40.498.114.498,53.879.882.664,40498114498.0,53879882664.0
"Thuế, phí, lệ phí","Thuế, phí, lệ phí","Thuế, phí, lệ phí",19.046.620.202,14.138.192.541,19046620202.0,14138192541.0
Chi phí sửa chữa tài sản,Chi phí sửa chữa tài sản,Chi phí sửa chữa tài sản,6.958.586.582,7.894.044.849,6958586582.0,7894044849.0
"Chi phí điện, nước, thông tin liên lạc","Chi phí điện, nước, thông tin liên lạc","Chi phí điện, nước, thông tin liên lạc",16.328.533.354,14.770.563.865,16328533354.0,14770563865.0
Chi phí dịch vụ mua ngoài khác,Chi phí dịch vụ mua ngoài khác,Chi phí dịch vụ mua ngoài khác,16.799.001.736,14.288.441.618,16799001736.0,14288441618.0
Chi phí phúc lợi cho người lao động,Chi phí phúc lợi cho người lao động,Chi phí phúc lợi cho người lao động,147.324.851.235,110.792.048.540,147324851235.0,110792048540.0
Công tác phí,Công tác phí,Công tác phí,26.745.186.805,21.414.866.966,26745186805.0,21414866966.0
Chi phí bằng tiền khác,Chi phí bằng tiền khác,Chi phí bằng tiền khác,55.749.318.707,56.111.494.731,55749318707.0,56111494731.0
Hoàn nhập dự phòng nợ phải thu khó đòi,Hoàn nhập dự phòng nợ phải thu khó đòi,Hoàn nhập dự phòng nợ phải thu khó đòi,(120.883.121),(843.819.479),-120883121.0,-843819479.0
,,,878.228.923.176,808.621.588.698,878228923176.0,808621588698.0
