row_label_raw,row_label_full,Tên công ty,Vốn điều lệ đăng ký sở hữu,Vốn điều lệ đăng ký sở hữu > VND,Vốn điều lệ đã góp > %,Giá trị khoản đầu tư > Số cuối năm VND,Giá trị khoản đầu tư > Số đầu năm VND,numeric__Vốn điều lệ đăng ký sở hữu,numeric__Vốn điều lệ đăng ký sở hữu > VND,numeric__Vốn điều lệ đã góp > %,numeric__Giá trị khoản đầu tư > Số cuối năm VND,numeric__Giá trị khoản đầu tư > Số đầu năm VND
Công ty Cổ Phần Dịch vụ Hàng không Sản bay Tân Sơn Nhất,Công ty Cổ Phần Dịch vụ Hàng không Sản bay Tân Sơn Nhất,Công ty Cổ Phần Dịch vụ Hàng không Sản bay Tân Sơn Nhất,1.334.813.100.000,"49,07",655.042.000.000,1.685.304.152.454,1.687.081.648.245,1334813100000.0,49.07,655042000000.0,1685304152454.0,1687081648245.0
Công ty Cổ phần Phục vụ Mặt đất Sài Gòn,Công ty Cổ phần Phục vụ Mặt đất Sài Gòn,Công ty Cổ phần Phục vụ Mặt đất Sài Gòn,239.959.520.000,"48,01",115.204.565.552,718.685.522.204,637.706.579.780,239959520000.0,48.01,115204565552.0,718685522204.0,637706579780.0
Công ty Cổ Phần Dịch vụ Hàng hóa Hàng không Việt Nam,Công ty Cổ Phần Dịch vụ Hàng hóa Hàng không Việt Nam,Công ty Cổ Phần Dịch vụ Hàng hóa Hàng không Việt Nam,250.000.000.000,"20,00",50.000.000.000,99.366.861.117,82.245.230.023,250000000000.0,20.0,50000000000.0,99366861117.0,82245230023.0
Công ty Cổ phần Phục vụ mặt dấu Hà Nội,Công ty Cổ phần Phục vụ mặt dấu Hà Nội,Công ty Cổ phần Phục vụ mặt dấu Hà Nội,150.000.000.000,"20,00",30.000.000.000,47.297.712.106,46.528.828.141,150000000000.0,20.0,30000000000.0,47297712106.0,46528828141.0
Công ty TNHH Dịch vụ bảo dưỡng máy bay Cảng Hàng không Miền Nam (i),Công ty TNHH Dịch vụ bảo dưỡng máy bay Cảng Hàng không Miền Nam (i),Công ty TNHH Dịch vụ bảo dưỡng máy bay Cảng Hàng không Miền Nam (i),30.000.000.000,"51,00",15.300.000.000,34.114.042.532,35.373.669.695,30000000000.0,51.0,15300000000.0,34114042532.0,35373669695.0
Công ty Cổ phần Vận tải Hàng không Miền Nam,Công ty Cổ phần Vận tải Hàng không Miền Nam,Công ty Cổ phần Vận tải Hàng không Miền Nam,43.500.000.000,"30,00",13.050.000.000,15.732.134.520,15.063.709.846,43500000000.0,30.0,13050000000.0,15732134520.0,15063709846.0
Công ty Cổ phần Thương mại Hàng không Miền Nam,Công ty Cổ phần Thương mại Hàng không Miền Nam,Công ty Cổ phần Thương mại Hàng không Miền Nam,16.694.600.000,"29,53",4.930.000.000,7.368.376.718,7.561.866.857,16694600000.0,29.53,4930000000.0,7368376718.0,7561866857.0
,,,,,,2.607.868.801.651,2.511.561.532.587,,,,2607868801651.0,2511561532587.0
