row_label_raw,row_label_full,col_0,Quỹ khen thưởngVND,Quỹ phúc lợiVND,Quỹ thưởngBan điều hànhVND,TổngVND,numeric__Quỹ khen thưởngVND,numeric__Quỹ phúc lợiVND,numeric__Quỹ thưởngBan điều hànhVND,numeric__TổngVND
Số đầu năm,Số đầu năm,Số đầu năm,257.460.004.908,292.943.560,1.324.331.252,259.077.279.720,257460004908.0,292943560.0,1324331252.0,259077279720.0
Tăng từ lợi nhuận,Tăng từ lợi nhuận,Tăng từ lợi nhuận,804.536.653.898,11.305.038.330,5.575.500.000,821.417.192.228,804536653898.0,11305038330.0,5575500000.0,821417192228.0
Tăng khác,Tăng khác,Tăng khác,996.976.634,-,-,996.976.634,996976634.0,,,996976634.0
Sử dụng quỹ,Sử dụng quỹ,Sử dụng quỹ,(634.233.990.736),(11.597.981.890),(4.112.081.276),(649.944.053.902),-634233990736.0,-11597981890.0,-4112081276.0,-649944053902.0
Số cuối năm,Số cuối năm,Số cuối năm,428.759.644.704,-,2.787.749.976,431.547.394.680,428759644704.0,,2787749976.0,431547394680.0
