row_label_raw,row_label_full,Ông Lại Xuân Thanh,Chủ tịch,numeric__Chủ tịch
Ông Vũ Thế Phiệt,Ông Vũ Thế Phiệt,Ông Vũ Thế Phiệt,Ủy viên (bổ nhiệm ngày 24 tháng 7 năm 2018),
Ông Lê Mạnh Hùng,Ông Lê Mạnh Hùng,Ông Lê Mạnh Hùng,Ủy viên (miễn nhiệm ngày 24 tháng 7 năm 2018),
Ông Đào Việt Dũng,Ông Đào Việt Dũng,Ông Đào Việt Dũng,Ủy viên,
Bà Lê Thị Diệu Thúy,Bà Lê Thị Diệu Thúy,Bà Lê Thị Diệu Thúy,Ủy viên,
