row_label_raw,row_label_full,CHỈ TIÊU,Mã số,Năm nay,Năm trước,numeric__Mã số,numeric__Năm nay,numeric__Năm trước
Thay đổi các khoản phải thu,2. Điều chỉnh cho các khoản: > Thay đổi các khoản phải thu,Thay đổi các khoản phải thu,09,(177.217.802.190),(3.219.196.781.385),9.0,-177217802190.0,-3219196781385.0
Thay đổi hàng tồn kho,2. Điều chỉnh cho các khoản: > Thay đổi hàng tồn kho,Thay đổi hàng tồn kho,10,(61.561.928.410),33.447.467.018,10.0,-61561928410.0,33447467018.0
Thay đổi các khoản phải trả,2. Điều chỉnh cho các khoản: > Thay đổi các khoản phải trả,Thay đổi các khoản phải trả,11,366.761.032.591,2.116.471.318.158,11.0,366761032591.0,2116471318158.0
Thay đổi chi phí trả trước,2. Điều chỉnh cho các khoản: > Thay đổi chi phí trả trước,Thay đổi chi phí trả trước,12,(26.095.822.714),10.695.751.329,12.0,-26095822714.0,10695751329.0
Tiền lãi vay đã trả,2. Điều chỉnh cho các khoản: > Tiền lãi vay đã trả,Tiền lãi vay đã trả,14,(95.942.288.441),(95.436.519.788),14.0,-95942288441.0,-95436519788.0
Thuế thu nhập doanh nghiệp đã nộp,2. Điều chỉnh cho các khoản: > Thuế thu nhập doanh nghiệp đã nộp,Thuế thu nhập doanh nghiệp đã nộp,15,(2.027.663.134.944),(1.316.845.471.820),15.0,-2027663134944.0,-1316845471820.0
Tiền thu khác từ hoạt động kinh doanh,2. Điều chỉnh cho các khoản: > Tiền thu khác từ hoạt động kinh doanh,Tiền thu khác từ hoạt động kinh doanh,16,-,2.227.810.220,16.0,,2227810220.0
Tiền chi khác cho hoạt động kinh doanh,2. Điều chỉnh cho các khoản: > Tiền chi khác cho hoạt động kinh doanh,Tiền chi khác cho hoạt động kinh doanh,17,(649.944.053.902),(2.049.685.647.909),17.0,-649944053902.0,-2049685647909.0
Lưu chuyển tiền thuần từ hoạt động kinh doanh,2. Điều chỉnh cho các khoản: > Lưu chuyển tiền thuần từ hoạt động kinh doanh,Lưu chuyển tiền thuần từ hoạt động kinh doanh,20,7.932.681.835.650,4.393.438.305.984,20.0,7932681835650.0,4393438305984.0
II. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,II. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,II. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,II. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,II. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,II. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,,,
"1. Tiền chi mua sắm, xây dựng tài sản cố định","II. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > 1. Tiền chi mua sắm, xây dựng tài sản cố định","1. Tiền chi mua sắm, xây dựng tài sản cố định",21,(2.019.795.604.056),(1.370.121.056.605),21.0,-2019795604056.0,-1370121056605.0
"2. Tiền thu thanh lý, nhượng bán tài sản cố định","II. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > 2. Tiền thu thanh lý, nhượng bán tài sản cố định","2. Tiền thu thanh lý, nhượng bán tài sản cố định",22,724.792.610,21.540.170.005,22.0,724792610.0,21540170005.0
3. Tiền mua công cụ nợ của đơn vị khác,II. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > 3. Tiền mua công cụ nợ của đơn vị khác,3. Tiền mua công cụ nợ của đơn vị khác,23,(9.913.400.000.000),(12.720.500.000.000),23.0,-9913400000000.0,-12720500000000.0
4. Tiền thu hồi bán lại các công cụ nợ của đơn vị khác,II. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > 4. Tiền thu hồi bán lại các công cụ nợ của đơn vị khác,4. Tiền thu hồi bán lại các công cụ nợ của đơn vị khác,24,3.746.000.000.000,8.725.500.000.000,24.0,3746000000000.0,8725500000000.0
5. Đồng tiền thuần khi thoái vốn,II. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > 5. Đồng tiền thuần khi thoái vốn,5. Đồng tiền thuần khi thoái vốn,26,-,(444.462.025.351),26.0,,-444462025351.0
"6. Thu lãi tiền gửi, cổ tức và lợi nhuận được chia","II. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > 6. Thu lãi tiền gửi, cổ tức và lợi nhuận được chia","6. Thu lãi tiền gửi, cổ tức và lợi nhuận được chia",27,1.454.141.429.866,963.162.118.546,27.0,1454141429866.0,963162118546.0
Lưu chuyển tiền thuần từ hoạt động đầu tư,II. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > Lưu chuyển tiền thuần từ hoạt động đầu tư,Lưu chuyển tiền thuần từ hoạt động đầu tư,30,(6.732.329.381.580),(4.824.880.793.405),30.0,-6732329381580.0,-4824880793405.0
