row_label_raw,row_label_full,TÀI SẢN,Mã số,Thuyết minh,Số cuối năm,Số đầu năm,numeric__Mã số,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
3. Thuế và các khoản khác phải thu Nhà nước,3. Thuế và các khoản khác phải thu Nhà nước,3. Thuế và các khoản khác phải thu Nhà nước,153,16,486.512.316,3.347.298.616,153.0,16.0,486512316.0,3347298616.0
B. TÀI SẢN DÀI HẠN,B. TÀI SẢN DÀI HẠN,B. TÀI SẢN DÀI HẠN,200,,7.560.000.032.370,8.874.102.896.492,200.0,,7560000032370.0,8874102896492.0
I. Tài sản cố định,I. Tài sản cố định,I. Tài sản cố định,220,,7.424.628.566.327,8.701.147.653.844,220.0,,7424628566327.0,8701147653844.0
1. Tài sản cố định hữu hình,1. Tài sản cố định hữu hình,1. Tài sản cố định hữu hình,221,11,7.392.943.134.797,8.638.707.373.126,221.0,11.0,7392943134797.0,8638707373126.0
- Nguyên giá,- Nguyên giá,- Nguyên giá,222,,13.815.417.854.700,13.778.938.844.484,222.0,,13815417854700.0,13778938844484.0
- Giá trị hao mòn lũy kế,- Giá trị hao mòn lũy kế,- Giá trị hao mòn lũy kế,223,,(6.422.474.719.903),(5.140.231.471.358),223.0,,-6422474719903.0,-5140231471358.0
2. Tài sản cố định vô hình,2. Tài sản cố định vô hình,2. Tài sản cố định vô hình,227,12,31.685.431.530,62.440.280.718,227.0,12.0,31685431530.0,62440280718.0
- Nguyên giá,- Nguyên giá,- Nguyên giá,228,,85.394.363.908,95.872.466.668,228.0,,85394363908.0,95872466668.0
- Giá trị hao mòn lũy kế,- Giá trị hao mòn lũy kế,- Giá trị hao mòn lũy kế,229,,(53.708.932.378),(33.432.185.950),229.0,,-53708932378.0,-33432185950.0
II. Tài sản dở dang dài hạn,II. Tài sản dở dang dài hạn,II. Tài sản dở dang dài hạn,240,,104.446.521.029,53.684.893.195,240.0,,104446521029.0,53684893195.0
1. Chỉ phí xây dựng cơ bản dở dang,1. Chỉ phí xây dựng cơ bản dở dang,1. Chỉ phí xây dựng cơ bản dở dang,242,13,104.446.521.029,53.684.893.195,242.0,13.0,104446521029.0,53684893195.0
III. Đầu tư tài chính dài hạn,III. Đầu tư tài chính dài hạn,III. Đầu tư tài chính dài hạn,250,5,20.826.250.000,20.826.250.000,250.0,5.0,20826250000.0,20826250000.0
1. Đầu tư vào công ty con,1. Đầu tư vào công ty con,1. Đầu tư vào công ty con,251,,20.826.250.000,20.826.250.000,251.0,,20826250000.0,20826250000.0
IV. Tài sản dài hạn khác,IV. Tài sản dài hạn khác,IV. Tài sản dài hạn khác,260,,10.098.695.014,98.444.099.453,260.0,,10098695014.0,98444099453.0
1. Chỉ phí trả trước dài hạn,1. Chỉ phí trả trước dài hạn,1. Chỉ phí trả trước dài hạn,261,10,7.383.888.431,98.444.099.453,261.0,10.0,7383888431.0,98444099453.0
2. Tài sản thuế thu nhập hoãn lại,2. Tài sản thuế thu nhập hoãn lại,2. Tài sản thuế thu nhập hoãn lại,262,,2.714.806.583,-,262.0,,2714806583.0,
TỔNG CỘNG TÀI SẢN (270 = 100 + 200),TỔNG CỘNG TÀI SẢN (270 = 100 + 200),TỔNG CỘNG TÀI SẢN (270 = 100 + 200),270,,12.374.488.472.790,12.892.624.783.957,270.0,,12374488472790.0,12892624783957.0
