row_label_raw,row_label_full,Trong vòng một năm,Số cuối nămVND > 1.045.849.764.321,Số đầu nămVND > 1.350.810.384.314,numeric__Số cuối nămVND > 1.045.849.764.321,numeric__Số đầu nămVND > 1.350.810.384.314
Trong nằm thứ hai,Trong nằm thứ hai,Trong nằm thứ hai,998.952.169.069,1.034.720.350.155,998952169069.0,1034720350155.0
Từ nằm thứ ba đến nằm thứ năm,Từ nằm thứ ba đến nằm thứ năm,Từ nằm thứ ba đến nằm thứ năm,2.118.778.855.137,2.476.865.820.271,2118778855137.0,2476865820271.0
Sau nằm năm,Sau nằm năm,Sau nằm năm,532.166.854.085,999.460.000.000,532166854085.0,999460000000.0
,,,4.695.747.642.612,5.861.856.554.740,4695747642612.0,5861856554740.0
Trừ: số phải trả trong vòng 12 tháng(được trình bày ở phần vay ngắn hạn),Trừ: số phải trả trong vòng 12 tháng(được trình bày ở phần vay ngắn hạn),Trừ: số phải trả trong vòng 12 tháng(được trình bày ở phần vay ngắn hạn),1.045.849.764.321,1.350.810.384.314,1045849764321.0,1350810384314.0
Số phải trả sau 12 tháng,Số phải trả sau 12 tháng,Số phải trả sau 12 tháng,3.649.897.878.291,4.511.046.170.426,3649897878291.0,4511046170426.0
