row_label_raw,row_label_full,col_0,Năm nay,Năm nay_1,Năm nay_2,Năm trước,Năm trước_1,Năm trước_2,numeric__Năm nay,numeric__Năm nay_1,numeric__Năm nay_2,numeric__Năm trước,numeric__Năm trước_1,numeric__Năm trước_2
,,,Doanh thu,Lợi nhuận sau thuế,Lợi nhuận sau thuế,Doanh thu,Lợi nhuận sau thuế,Lợi nhuận sau thuế,,,,,,
,,,VND,VND,VND,VND,VND,VND,,,,,,
Tình hình hoạt động của Công ty con trong năm,Tình hình hoạt động của Công ty con trong năm,Tình hình hoạt động của Công ty con trong năm,186.943.954.616,7.142.372.651,7.142.372.651,153.298.850.980,9.206.423.335,9.206.423.335,186943954616.0,7142372651.0,7142372651.0,153298850980.0,9206423335.0,9206423335.0
,,,Năm nay,Năm nay,Năm nay,Năm trước,Năm trước,Năm trước,,,,,,
,,,Bán hàng,Mua hàng hóa,Cổ tức và lợi nhuận được chia,Bán hàng,Mua hàng hóa,Cổ tức và lợi nhuận được chia,,,,,,
,,,VND,VND,VND,VND,VND,VND,,,,,,
Các giao dịch trọng yếu giữa Công ty và công ty con trong năm,Các giao dịch trọng yếu giữa Công ty và công ty con trong năm,Các giao dịch trọng yếu giữa Công ty và công ty con trong năm,8.680.095.000,170.699.377.375,3.123.937.500,-,133.069.407.060,4.165.250.000,8680095000.0,170699377375.0,3123937500.0,,133069407060.0,4165250000.0
