row_label_raw,row_label_full,Phải thu Tập đoàn Dầu khí Việt Nam > - Tiền khí tạm tính điều chỉnh cho năm tài chính kết thúc ngày 31 tháng 12 năm 2016,Số cuối nămVND > 276.761.701.091 > -,Số đầu nămVND > 393.555.154.634 > 116.793.453.543,numeric__Số cuối nămVND > 276.761.701.091 > -,numeric__Số đầu nămVND > 393.555.154.634 > 116.793.453.543
- Phải thu liên quan đến giai đoạn cổ phần hóa (i),- Phải thu liên quan đến giai đoạn cổ phần hóa (i),- Phải thu liên quan đến giai đoạn cổ phần hóa (i),276.761.701.091,276.761.701.091,276761701091.0,276761701091.0
Lãi dự thu tiền gửi có kỳ hạn,Lãi dự thu tiền gửi có kỳ hạn,Lãi dự thu tiền gửi có kỳ hạn,27.045.577.779,24.203.716.668,27045577779.0,24203716668.0
Hỗ trợ vốn Ban Quản lý Dự án Khí - Điện - Đạm Cà Mau (ii),Hỗ trợ vốn Ban Quản lý Dự án Khí - Điện - Đạm Cà Mau (ii),Hỗ trợ vốn Ban Quản lý Dự án Khí - Điện - Đạm Cà Mau (ii),-,19.718.000.000,,19718000000.0
Tạm ứng cán bộ công nhân viên,Tạm ứng cán bộ công nhân viên,Tạm ứng cán bộ công nhân viên,6.147.410.887,6.366.971.000,6147410887.0,6366971000.0
Phải thu Công ty Bảo hiểm PVI Thành phốHồ Chí Minh,Phải thu Công ty Bảo hiểm PVI Thành phốHồ Chí Minh,Phải thu Công ty Bảo hiểm PVI Thành phốHồ Chí Minh,-,4.053.625.704,,4053625704.0
"Ký cược, ký quỹ","Ký cược, ký quỹ","Ký cược, ký quỹ",325.000.000,390.000.000,325000000.0,390000000.0
Phải thu khác,Phải thu khác,Phải thu khác,1.570.525.091,6.579.229.834,1570525091.0,6579229834.0
,,,311.850.214.848,454.866.697.840,311850214848.0,454866697840.0
Phải thu ngắn hạn khác các bên liên quan(chỉ tiết trình bày tại Thuyết minh số 35),Phải thu ngắn hạn khác các bên liên quan(chỉ tiết trình bày tại Thuyết minh số 35),Phải thu ngắn hạn khác các bên liên quan(chỉ tiết trình bày tại Thuyết minh số 35),278.271.021.827,415.245.932.412,278271021827.0,415245932412.0
