row_label_raw,row_label_full,NÔI DUNG,TRANG,numeric__TRANG
BẢO CẢO CUA BAN TỔNG GIÁM ĐỐC,BẢO CẢO CUA BAN TỔNG GIÁM ĐỐC,BẢO CẢO CUA BAN TỔNG GIÁM ĐỐC,1 - 2,
BẢO CẢO KIỂM TOÁN ĐỘC LẬP,BẢO CẢO KIỂM TOÁN ĐỘC LẬP,BẢO CẢO KIỂM TOÁN ĐỘC LẬP,3 - 4,
BẢNG CÂN ĐỜI KÊ TOẠN,BẢNG CÂN ĐỜI KÊ TOẠN,BẢNG CÂN ĐỜI KÊ TOẠN,5 - 6,
BẢO CẢO KẾT QUA HOẠT ĐỘNG KINH DOANH,BẢNG CÂN ĐỜI KÊ TOẠN > BẢO CẢO KẾT QUA HOẠT ĐỘNG KINH DOANH,BẢO CẢO KẾT QUA HOẠT ĐỘNG KINH DOANH,7,7.0
BẢO CẢO LUÙ CHUYÊN TIÊN TỆ,BẢO CẢO LUÙ CHUYÊN TIÊN TỆ,BẢO CẢO LUÙ CHUYÊN TIÊN TỆ,8 - 9,
THUYẾT MINH BẢO CẢO TẠI CHÌNH RIÊNG,THUYẾT MINH BẢO CẢO TẠI CHÌNH RIÊNG,THUYẾT MINH BẢO CẢO TẠI CHÌNH RIÊNG,10 - 37,
