row_label_raw,row_label_full,col_0,31/12/2017VND,1/1/2017VND,numeric__31/12/2017VND,numeric__1/1/2017VND
Các bên liên quan,Các bên liên quan,Các bên liên quan,Các bên liên quan,Các bên liên quan,,
"Chỉ phí trả hộ Thái Vietjet Air Joint Stock Company Limited, một công ty liên kết","Các bên liên quan > Chỉ phí trả hộ Thái Vietjet Air Joint Stock Company Limited, một công ty liên kết","Chỉ phí trả hộ Thái Vietjet Air Joint Stock Company Limited, một công ty liên kết",475.913.444.890,468.344.946.987,475913444890.0,468344946987.0
"Chỉ phí trả hộ Vietjet Air IVB No. II Limited, một công ty con","Các bên liên quan > Chỉ phí trả hộ Vietjet Air IVB No. II Limited, một công ty con","Chỉ phí trả hộ Vietjet Air IVB No. II Limited, một công ty con",33.572.214.056,332.617.392.000,33572214056.0,332617392000.0
"Cổ tức phải thu từ Vietjet Air IVB No. I Limited, một công ty con","Các bên liên quan > Cổ tức phải thu từ Vietjet Air IVB No. I Limited, một công ty con","Cổ tức phải thu từ Vietjet Air IVB No. I Limited, một công ty con",1.412.325.376,-,1412325376.0,
Các bên thứ ba,Các bên thứ ba,Các bên thứ ba,Các bên thứ ba,Các bên thứ ba,,
Đặt cọc mua máy bay trong 12 tháng tiếp theo,Các bên thứ ba > Đặt cọc mua máy bay trong 12 tháng tiếp theo,Đặt cọc mua máy bay trong 12 tháng tiếp theo,5.299.354.253.466,3.462.539.158.419,5299354253466.0,3462539158419.0
Đóng góp vào quỹ bảo dưỡng máy bay,Các bên thứ ba > Đóng góp vào quỹ bảo dưỡng máy bay,Đóng góp vào quỹ bảo dưỡng máy bay,1.620.541.614.727,901.462.143.692,1620541614727.0,901462143692.0
Tạm ứng cho nhân viên,Các bên thứ ba > Tạm ứng cho nhân viên,Tạm ứng cho nhân viên,68.024.109.022,39.944.053.468,68024109022.0,39944053468.0
Phải thu từ quỹ bảo dưỡng máy bay,Các bên thứ ba > Phải thu từ quỹ bảo dưỡng máy bay,Phải thu từ quỹ bảo dưỡng máy bay,36.240.516.195,14.573.306.867,36240516195.0,14573306867.0
Khoản chiết khấu mua hàng phải thu,Các bên thứ ba > Khoản chiết khấu mua hàng phải thu,Khoản chiết khấu mua hàng phải thu,22.755.445.167,-,22755445167.0,
Phải thu sửa chữa khoang máy bay,Các bên thứ ba > Phải thu sửa chữa khoang máy bay,Phải thu sửa chữa khoang máy bay,9.030.285.032,12.079.587.527,9030285032.0,12079587527.0
Lãi tiền gửi ngân hàng,Các bên thứ ba > Lãi tiền gửi ngân hàng,Lãi tiền gửi ngân hàng,7.454.027.778,1.706.069.444,7454027778.0,1706069444.0
Trả trước chỉ phí phát hành cổ phiếu,Các bên thứ ba > Trả trước chỉ phí phát hành cổ phiếu,Trả trước chỉ phí phát hành cổ phiếu,-,32.409.850.138,,32409850138.0
Đặt cọc ngắn hạn khác,Các bên thứ ba > Đặt cọc ngắn hạn khác,Đặt cọc ngắn hạn khác,52.829.252.297,30.296.462.087,52829252297.0,30296462087.0
Phải thu ngắn hạn khác,Các bên thứ ba > Phải thu ngắn hạn khác,Phải thu ngắn hạn khác,42.701.338.294,28.169.093.405,42701338294.0,28169093405.0
,,,7.669.828.826.300,5.324.142.064.034,7669828826300.0,5324142064034.0
