row_label_raw,row_label_full,Tiền thu từ phát hành ở phiếu,21,1.759.383.332.505,71.500.000.000,numeric__21,numeric__1.759.383.332.505,numeric__71.500.000.000
Tiền thu từ dịch vry,Tiền thu từ dịch vry,Tiền thu từ dịch vry,35,25.899.054.663.065,31.249.914.056.344,35.0,25899054663065.0,31249914056344.0
Tiền trả xy gào vay,Tiền trả xy gào vay,Tiền trả xy gào vay,34,(25.184.711.574.405),(18.035.136.649.967),34.0,-25184711574405.0,-18035136649967.0
Tiền chỉ trả cho atop đồng hợp tác đầu tư,Tiền chỉ trả cho atop đồng hợp tác đầu tư,Tiền chỉ trả cho atop đồng hợp tác đầu tư,34,,(300.060.000.000),34.0,,-300060000000.0
Tiền chỉ trả ở Liberia,Tiền chỉ trả ở Liberia,Tiền chỉ trả ở Liberia,36,(876.827.065.350),,36.0,-876827065350.0,
Lưu chuyển tiền thểa từ các hoạt động tối chính,Lưu chuyển tiền thểa từ các hoạt động tối chính,Lưu chuyển tiền thểa từ các hoạt động tối chính,40,1.896.896.335.915,2.986.277.986.377,40.0,1896896335915.0,2986277986377.0
Lưu chuyển tiền thểa trong năm\( (50 = 20 + 39 + 40) \),Lưu chuyển tiền thểa trong năm\( (50 = 20 + 39 + 40) \),Lưu chuyển tiền thểa trong năm\( (50 = 20 + 39 + 40) \),50,4.048.934.772.565,1.524.319.381.897,50.0,4048934772565.0,1524319381897.0
Tiền và các khoản tương đương tiền đầu năm,Tiền và các khoản tương đương tiền đầu năm,Tiền và các khoản tương đương tiền đầu năm,60,2.425.043.110.136,894.104.824.858,60.0,2425043110136.0,894104824858.0
"Ảnh hưởng của thay đổi tỷ gửi bối đoài quy,đối ngoại tỷ dưới với Lebanon và các khoản tương đương tiền","Ảnh hưởng của thay đổi tỷ gửi bối đoài quy,đối ngoại tỷ dưới với Lebanon và các khoản tương đương tiền","Ảnh hưởng của thay đổi tỷ gửi bối đoài quy,đối ngoại tỷ dưới với Lebanon và các khoản tương đương tiền",61,(7.067.606.098),6.618.953.381,61.0,-7067606098.0,6618953381.0
Tiền và các khoản tương đương tiền McDonald'sm \( (70 = 50 + 60 + 61) \) (Từyıltr minh $),Tiền và các khoản tương đương tiền McDonald'sm \( (70 = 50 + 60 + 61) \) (Từyıltr minh $),Tiền và các khoản tương đương tiền McDonald'sm \( (70 = 50 + 60 + 61) \) (Từyıltr minh $),70,6.436.910.324.903,2.425.645.168.136,70.0,6436910324903.0,2425645168136.0
