row_label_raw,row_label_full,col_0,col_1,31/12/2017,01/01/2017,numeric__col_1,numeric__31/12/2017,numeric__01/01/2017
,,,,VND,VND,,,
-,-,-,Mua sắm,875.660.000,-,,875660000.0,
-,-,-,+ Mua sắm dụng cụ thi công xây lắp,875.660.000,-,,875660000.0,
-,-,-,Xây dựng cơ bản,60.374.806.285,1.190.258.867.672,,60374806285.0,1190258867672.0
-,-,-,+ Dự án thủy điện Bảo Lâm 1,-,645.472.175.716,,,645472175716.0
-,-,-,+ Dự án thủy điện Bảo Lâm 3,-,438.323.248.904,,,438323248904.0
-,-,-,+ Dự án thủy điện Bảo Lâm 3A,-,96.529.087.256,,,96529087256.0
-,-,-,+ Dự án thủy điện Mông Ân (*),45.596.304.276,2.674.501.032,,45596304276.0,2674501032.0
-,-,-,+ Dự án thủy điện Bảo lạc B (*),9.881.306.354,7.209.854.764,,9881306354.0,7209854764.0
-,-,-,+ Dự án thủy điện khác,4.897.195.655,50.000.000,,4897195655.0,50000000.0
-,-,-,Sửa chữa lớn,81.242.244,748.323.762,,81242244.0,748323762.0
-,-,-,+ Nâng cấp xưởng Yên Thường,-,748.323.762,,,748323762.0
-,-,-,+ Công trình khác,81.242.244,-,,81242244.0,
,,,,61.331.708.529,1.191.007.191.434,,61331708529.0,1191007191434.0
