row_label_raw,row_label_full,col_0,Mối quan hệ,Năm 2017,Năm 2016,numeric__Mối quan hệ,numeric__Năm 2017,numeric__Năm 2016
,,,,VND,VND,,,
Doanh thu,Doanh thu,Doanh thu,,9.211.217.600,17.611.879.242,,9211217600.0,17611879242.0
Công ty Cổ phần Gang thép Cao Bằng,Công ty Cổ phần Gang thép Cao Bằng,Công ty Cổ phần Gang thép Cao Bằng,Công ty liên kết,9.211.217.600,17.611.879.242,,9211217600.0,17611879242.0
"Thu tiền từ doanh thu hàng hóa, dịch vụ đã bán","Thu tiền từ doanh thu hàng hóa, dịch vụ đã bán","Thu tiền từ doanh thu hàng hóa, dịch vụ đã bán",,15.769.749.861,13.735.656.665,,15769749861.0,13735656665.0
Công ty Cổ phần Gang thép Cao Bằng,Công ty Cổ phần Gang thép Cao Bằng,Công ty Cổ phần Gang thép Cao Bằng,Công ty liên kết,15.769.749.861,13.735.656.665,,15769749861.0,13735656665.0
Số dư tại ngày kết thúc năm tài chính,Số dư tại ngày kết thúc năm tài chính,Số dư tại ngày kết thúc năm tài chính,,,,,,
,,,Mối quan hệ,31/12/2017,01/01/2017,,,
,,,,VND,VND,,,
Phải thu ngắn hạn của khách hàng,Số dư tại ngày kết thúc năm tài chính > Phải thu ngắn hạn của khách hàng,Phải thu ngắn hạn của khách hàng,,-,5.637.410.501,,,5637410501.0
Công ty Cổ phần Gang thép Cao Bằng,Số dư tại ngày kết thúc năm tài chính > Công ty Cổ phần Gang thép Cao Bằng,Công ty Cổ phần Gang thép Cao Bằng,Công ty liên kết,-,5.637.410.501,,,5637410501.0
Giao dịch với các bên liên quan khác như sau:,Giao dịch với các bên liên quan khác như sau:,Giao dịch với các bên liên quan khác như sau:,Giao dịch với các bên liên quan khác như sau:,Giao dịch với các bên liên quan khác như sau:,Giao dịch với các bên liên quan khác như sau:,,,
,,,,Năm 2017,Năm 2016,,,
,,,,VND,VND,,,
Thu nhập của Ban Tổng Giám đốc và Hội đồng Quản trị,Giao dịch với các bên liên quan khác như sau: > Thu nhập của Ban Tổng Giám đốc và Hội đồng Quản trị,Thu nhập của Ban Tổng Giám đốc và Hội đồng Quản trị,,6.252.332.400,5.935.725.800,,6252332400.0,5935725800.0
Trong đó thu nhập của Tổng Giám đốc,Giao dịch với các bên liên quan khác như sau: > Trong đó thu nhập của Tổng Giám đốc,Trong đó thu nhập của Tổng Giám đốc,,1.694.470.900,1.691.033.600,,1694470900.0,1691033600.0
