row_label_raw,row_label_full,col_0,col_1,31/12/2017,31/12/2017_1,01/01/2017,01/01/2017_1,numeric__col_1,numeric__31/12/2017,numeric__31/12/2017_1,numeric__01/01/2017,numeric__01/01/2017_1
,,,,Giá gốcVND,Dự phòngVND,Giá gốcVND,Dự phòngVND,,,,,
-,-,-,Hàng mua đang đi đường,9.173.957.631,-,17.274.025.860,-,,9173957631.0,,17274025860.0,
-,-,-,"Nguyên liệu, vật liệu",110.807.433.756,-,94.159.325.920,(265.187.726),,110807433756.0,,94159325920.0,-265187726.0
-,-,-,"Công cụ, dụng cụ",1.270.131.627,-,2.157.063.260,-,,1270131627.0,,2157063260.0,
-,-,-,Chỉ phí sản xuất kinh doanh dở dang (*),959.624.630.589,-,414.275.464.565,-,,959624630589.0,,414275464565.0,
-,-,-,Thành phẩm,1.719.061.719,-,3.523.309.035,-,,1719061719.0,,3523309035.0,
-,-,-,Hàng hoá,2.895.691.890,-,1.168.829.286,-,,2895691890.0,,1168829286.0,
,,,,1.085.490.907.212,-,532.558.017.926,(265.187.726),,1085490907212.0,,532558017926.0,-265187726.0
