row_label_raw,row_label_full,col_0,31/12/2017 > Giá trịVND,31/12/2017 > Dự phòngVND,01/01/2017 > Giá trịVND,01/01/2017 > Dự phòngVND,numeric__31/12/2017 > Giá trịVND,numeric__31/12/2017 > Dự phòngVND,numeric__01/01/2017 > Giá trịVND,numeric__01/01/2017 > Dự phòngVND
a) Ngắn hạn,a) Ngắn hạn,a) Ngắn hạn,a) Ngắn hạn,a) Ngắn hạn,a) Ngắn hạn,a) Ngắn hạn,,,,
- Phải thu về bảo hiểm xã hội,a) Ngắn hạn > - Phải thu về bảo hiểm xã hội,- Phải thu về bảo hiểm xã hội,-,-,885.542.836,-,,,885542836.0,
"- Phải thu về lãi tiền gửi, tiền cho vay","a) Ngắn hạn > - Phải thu về lãi tiền gửi, tiền cho vay","- Phải thu về lãi tiền gửi, tiền cho vay",764.777.779,-,75.555.556,-,764777779.0,,75555556.0,
- Tạm ứng,a) Ngắn hạn > - Tạm ứng,- Tạm ứng,25.270.302.701,-,32.071.033.916,-,25270302701.0,,32071033916.0,
"- Ký cược, ký quỹ","a) Ngắn hạn > - Ký cược, ký quỹ","- Ký cược, ký quỹ",8.535.529.500,-,52.400.000,-,8535529500.0,,52400000.0,
"- Phải thu tạm ứng các đội, ban chỉ huy công trình","a) Ngắn hạn > - Phải thu tạm ứng các đội, ban chỉ huy công trình","- Phải thu tạm ứng các đội, ban chỉ huy công trình",5.284.307.570,-,2.291.697.689,-,5284307570.0,,2291697689.0,
- Phải thu về tiền tạm ứng chi đến bù các đội trường công trình,a) Ngắn hạn > - Phải thu về tiền tạm ứng chi đến bù các đội trường công trình,- Phải thu về tiền tạm ứng chi đến bù các đội trường công trình,24.514.549.135,-,10.585.052.684,-,24514549135.0,,10585052684.0,
- Công ty Cổ phần Tập đoàn Tân Mai (*),a) Ngắn hạn > - Công ty Cổ phần Tập đoàn Tân Mai (*),- Công ty Cổ phần Tập đoàn Tân Mai (*),77.863.916.983,-,,-,77863916983.0,,,
- Phải thu khác,a) Ngắn hạn > - Phải thu khác,- Phải thu khác,9.226.875.058,(2.570.187.890),24.814.336.923,(2.570.187.890),9226875058.0,-2570187890.0,24814336923.0,-2570187890.0
,,,151.460.258.726,(2.570.187.890),70.775.619.604,(2.570.187.890),151460258726.0,-2570187890.0,70775619604.0,-2570187890.0
b) Dài hạn,b) Dài hạn,b) Dài hạn,b) Dài hạn,b) Dài hạn,b) Dài hạn,b) Dài hạn,,,,
"- Ký cược, ký quỹ","b) Dài hạn > - Ký cược, ký quỹ","- Ký cược, ký quỹ",37.744.000,-,8.462.873.500,-,37744000.0,,8462873500.0,
- Phải thu khác (*),b) Dài hạn > - Phải thu khác (*),- Phải thu khác (*),-,-,77.863.916.983,-,,,77863916983.0,
,,,37.744.000,-,86.326.790.483,-,37744000.0,,86326790483.0,
