row_label_raw,row_label_full,Mã số,CHỈ TIÊU,Thuyết minh,Năm 2017,Năm 2016,numeric__CHỈ TIÊU,numeric__Thuyết minh,numeric__Năm 2017,numeric__Năm 2016
,,,,,VND,VND,,,,
01,01,01,1. Doanh thu bán hàng và cung cấp dịch vụ,24,3.160.556.015.495,3.008.215.264.025,,24.0,3160556015495.0,3008215264025.0
02,02,02,2. Các khoản giảm trừ doanh thu,,-,-,,,,
10,02 > 10,10,3. Doanh thu thuần bán hàng và cung cấp dịch vụ,,3.160.556.015.495,3.008.215.264.025,,,3160556015495.0,3008215264025.0
11,02 > 11,11,4. Giá vốn hàng bán,25,2.679.355.613.403,2.481.618.547.156,,25.0,2679355613403.0,2481618547156.0
20,02 > 20,20,5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,,481.200.402.091,526.596.716.869,,,481200402091.0,526596716869.0
21,02 > 21,21,6. Doanh thu hoạt động tài chính,26,10.682.208.251,14.419.745.272,,26.0,10682208251.0,14419745272.0
22,02 > 22,22,7. Chi phí tài chính,27,103.214.805.934,21.776.676.521,,27.0,103214805934.0,21776676521.0
23,02 > 23,23,Trong đó: Chi phí lãi vay,,95.637.929.738,19.680.285.367,,,95637929738.0,19680285367.0
24,02 > 24,24,"8. Phần lãi hoặc lỗ trong công ty liên doanh, liên kết",,592.279.403,(60.957.337.549),,,592279403.0,-60957337549.0
25,02 > 25,25,9. Chi phí bán hàng,28,(16.514.489.887),456.501.897,,28.0,-16514489887.0,456501897.0
26,02 > 26,26,10. Chi phí quản lý doanh nghiệp,29,142.600.368.266,128.847.094.744,,29.0,142600368266.0,128847094744.0
30,02 > 30,30,11. Lợi nhuận thuần từ hoạt động kinh doanh,,263.174.205.432,328.978.851.430,,,263174205432.0,328978851430.0
31,02 > 31,31,12. Thu nhập khác,30,40.922.282.888,77.436.986.025,,30.0,40922282888.0,77436986025.0
32,02 > 32,32,13. Chi phí khác,,1.212.777.733,5.559.599.922,,,1212777733.0,5559599922.0
40,02 > 40,40,14. Lợi nhuận khác,,39.709.505.155,71.877.386.103,,,39709505155.0,71877386103.0
50,02 > 50,50,15. Tổng lợi nhuận kế toán trước thuế,,302.883.710.587,400.856.237.533,,,302883710587.0,400856237533.0
51,02 > 51,51,16. Chi phí thuế thu nhập doanh nghiệp hiện hành,31,48.848.906.901,78.915.269.310,,31.0,48848906901.0,78915269310.0
52,02 > 52,52,17. Chi phí thuế thu nhập doanh nghiệp hoãn lại,32,(2.267.072.625),17.310.792.027,,32.0,-2267072625.0,17310792027.0
60,02 > 60,60,18. Lợi nhuận sau thuế thu nhập doanh nghiệp,,256.301.876.310,304.630.176.196,,,256301876310.0,304630176196.0
61,02 > 61,61,19. Lợi nhuận sau thuế của Công ty mẹ,,236.661.088.790,304.705.976.919,,,236661088790.0,304705976919.0
62,02 > 62,62,20. Lợi nhuận sau thuế của cổ đông không kiểm soát,,19.640.787.520,(75.800.723),,,19640787520.0,-75800723.0
70,02 > 70,70,21. Lãi cơ bản trên cổ phiếu,33,2.336,3.392,,33.0,2336.0,3392.0
