row_label_raw,row_label_full,Mã số,NGUỒN VỐN,Thuyết minh,31/12/2017 > VND,01/01/2017 > VND,numeric__NGUỒN VỐN,numeric__Thuyết minh,numeric__31/12/2017 > VND,numeric__01/01/2017 > VND
300,300,300,C. NỘ PHẢI TRẢ,,3.399.779.952.840,2.466.876.874.531,,,3399779952840.0,2466876874531.0
310,310,310,I. Nợ ngắn hạn,,1.832.794.372.215,1.376.638.978.658,,,1832794372215.0,1376638978658.0
311,311,311,1. Phải trả người bán ngắn hạn,16,793.696.801.921,815.099.409.382,,16.0,793696801921.0,815099409382.0
312,312,312,2. Người mua trả tiền trước ngắn hạn,17,295.301.291.571,63.893.849.784,,17.0,295301291571.0,63893849784.0
313,313,313,3. Thuế và các khoản phải nộp Nhà nước,18,50.066.188.704,105.795.809.759,,18.0,50066188704.0,105795809759.0
314,314,314,4. Phải trả người lao động,,41.045.922.770,53.183.433.642,,,41045922770.0,53183433642.0
315,315,315,5. Chi phí phải trả ngắn hạn,19,205.846.786.068,57.815.523.326,,19.0,205846786068.0,57815523326.0
318,318,318,6. Doanh thu chưa thực hiện ngắn hạn,,1.529.612.945,613.657.104,,,1529612945.0,613657104.0
319,319,319,7. Phải trả ngắn hạn khác,20,37.582.941.037,41.641.450.809,,20.0,37582941037.0,41641450809.0
320,320,320,8. Vay và nợ thuê tài chính ngắn hạn,15,293.997.080.253,134.756.703.365,,15.0,293997080253.0,134756703365.0
321,321,321,9. Dự phòng phải trả ngắn hạn,21,61.599.873.581,69.365.525.507,,21.0,61599873581.0,69365525507.0
322,322,322,10. Quỹ khen thưởng phúc lợi,,52.127.873.365,34.473.615.980,,,52127873365.0,34473615980.0
330,330,330,II. Nợ dài hạn,,1.566.985.580.625,1.090.237.895.873,,,1566985580625.0,1090237895873.0
337,337,337,1. Phải trả dài hạn khác,20,241.516.269,278.605.541,,20.0,241516269.0,278605541.0
338,338,338,2. Vay và nợ thuê tài chính dài hạn,15,1.527.129.584.424,981.148.786.110,,15.0,1527129584424.0,981148786110.0
341,341,341,3. Thuế thu nhập hoãn lại phải trả,32,14.639.705.752,15.291.361.258,,32.0,14639705752.0,15291361258.0
342,342,342,4. Dự phòng phải trả dài hạn,21,24.974.774.180,93.519.142.964,,21.0,24974774180.0,93519142964.0
400,400,400,D. VỐN CHỦ SỞ HỮU,,2.813.992.283.340,2.062.674.132.643,,,2813992283340.0,2062674132643.0
410,410,410,I. Vốn chủ sở hữu,22,2.813.992.283.340,2.062.674.132.643,,22.0,2813992283340.0,2062674132643.0
411,411,411,1. Vốn góp của chủ sở hữu,,1.154.528.420.000,752.629.140.000,,,1154528420000.0,752629140000.0
411a,411a,411a,- Cổ phiếu phổ thông có quyền biểu quyết,,1.154.528.420.000,752.629.140.000,,,1154528420000.0,752629140000.0
412,412,412,2. Thặng dư vốn cổ phần,,711.136.556.786,369.631.183.318,,,711136556786.0,369631183318.0
415,415,415,3. Cổ phiếu quỹ,,(4.320.000),(4.320.000),,,-4320000.0,-4320000.0
416,416,416,4. Chênh lệch đánh giá lại tài sản,,354.142.756,432.841.146,,,354142756.0,432841146.0
418,418,418,5. Quỹ đầu tư phát triển,,78.810.312.228,56.788.473.123,,,78810312228.0,56788473123.0
420,420,420,6. Quỹ khác thuộc vốn chủ sở hữu,,23.130.682.547,13.684.934.477,,,23130682547.0,13684934477.0
421,421,421,7. Lợi nhuận sau thuế chưa phân phối,,716.171.632.480,764.936.664.360,,,716171632480.0,764936664360.0
421a,421a,421a,- LNST chưa phân phối lũy kế đến cuối năm trước,,479.510.543.690,460.230.687.441,,,479510543690.0,460230687441.0
421b,421b,421b,- LNST chưa phân phối năm nay,,236.661.088.790,304.705.976.919,,,236661088790.0,304705976919.0
429,429,429,8. Lợi ích cổ đông không kiểm soát,,129.864.856.543,104.575.216.219,,,129864856543.0,104575216219.0
440,440,440,TỔNG CỘNG NGUỒN VỐN,,6.213.772.236.180,4.529.551.007.174,,,6213772236180.0,4529551007174.0
