row_label_raw,row_label_full,col_0,31/12/2017,31/12/2017_1,01/01/2017,01/01/2017_1,numeric__31/12/2017,numeric__31/12/2017_1,numeric__01/01/2017,numeric__01/01/2017_1
,,,Giá gốcVND,Dự phòngVND,Giá gốcVND,Dự phòngVND,,,,
Tài sản tài chính,Tài sản tài chính,Tài sản tài chính,Tài sản tài chính,Tài sản tài chính,Tài sản tài chính,Tài sản tài chính,,,,
Tiền và các khoản tương đương tiền,Tài sản tài chính > Tiền và các khoản tương đương tiền,Tiền và các khoản tương đương tiền,567.443.915.134,-,418.609.736.913,-,567443915134.0,,418609736913.0,
"Phải thu khách hàng, phải thu khác","Tài sản tài chính > Phải thu khách hàng, phải thu khác","Phải thu khách hàng, phải thu khác",1.027.694.713.110,(3.747.788.594),955.693.215.328,(4.048.601.583),1027694713110.0,-3747788594.0,955693215328.0,-4048601583.0
Các khoản cho vay,Tài sản tài chính > Các khoản cho vay,Các khoản cho vay,101.655.000.000,-,21.250.000.000,-,101655000000.0,,21250000000.0,
,,,1.696.793.628.244,(3.747.788.594),1.395.552.952.241,(4.048.601.583),1696793628244.0,-3747788594.0,1395552952241.0,-4048601583.0
,,,,,Giá trị sổ kế toán,Giá trị sổ kế toán,,,,
,,,,,31/12/2017VND,01/01/2017VND,,,,
Nợ phải trả tài chính,Nợ phải trả tài chính,Nợ phải trả tài chính,Nợ phải trả tài chính,Nợ phải trả tài chính,Nợ phải trả tài chính,Nợ phải trả tài chính,,,,
Vay và nợ,Nợ phải trả tài chính > Vay và nợ,Vay và nợ,,,1.821.126.664.677,1.115.905.489.475,,,1821126664677.0,1115905489475.0
"Phải trả người bán, phải trả khác","Nợ phải trả tài chính > Phải trả người bán, phải trả khác","Phải trả người bán, phải trả khác",,,831.521.259.227,857.019.465.732,,,831521259227.0,857019465732.0
Chi phí phải trả,Nợ phải trả tài chính > Chi phí phải trả,Chi phí phải trả,,,205.846.786.068,57.815.523.326,,,205846786068.0,57815523326.0
,,,,,2.858.494.709.972,2.030.740.478.533,,,2858494709972.0,2030740478533.0
