row_label_raw,row_label_full,col_0,Loại tiền,Kỳ hạn,31/12/2017,01/01/2017,numeric__Loại tiền,numeric__Kỳ hạn,numeric__31/12/2017,numeric__01/01/2017
,,,,,VND,VND,,,,
Ngân hàng Thương mại Cổ phần Ngoại thương Việt Nam,Ngân hàng Thương mại Cổ phần Ngoại thương Việt Nam,Ngân hàng Thương mại Cổ phần Ngoại thương Việt Nam,VND,Dưới 12 tháng,34.586.882.791,13.948.015.241,,,34586882791.0,13948015241.0
Ngân hàng Thương mại Cổ phần Đầu tư và Phát triển Việt Nam,Ngân hàng Thương mại Cổ phần Đầu tư và Phát triển Việt Nam,Ngân hàng Thương mại Cổ phần Đầu tư và Phát triển Việt Nam,VND,Dưới 12 tháng,87.147.811.745,55.827.787.395,,,87147811745.0,55827787395.0
Ngân hàng Thương mại Cổ phần Công thương Việt Nam,Ngân hàng Thương mại Cổ phần Công thương Việt Nam,Ngân hàng Thương mại Cổ phần Công thương Việt Nam,VND,Dưới 12 tháng,39.070.722.651,30.049.332.914,,,39070722651.0,30049332914.0
Ngân hàng Thương mại Cổ phần Quân đội,Ngân hàng Thương mại Cổ phần Quân đội,Ngân hàng Thương mại Cổ phần Quân đội,VND,Dưới 12 tháng,-,16.360.649.443,,,,16360649443.0
Ngân hàng Shinhan Việt Nam,Ngân hàng Shinhan Việt Nam,Ngân hàng Shinhan Việt Nam,VND,Dưới 12 tháng,1.195.945.945,-,,,1195945945.0,
Đối tượng khác,Đối tượng khác,Đối tượng khác,VND,Dưới 12 tháng,7.920.600.000,6.375.000.000,,,7920600000.0,6375000000.0
,,,,,169.921.963.132,122.560.784.993,,,169921963132.0,122560784993.0
