row_label_raw,row_label_full,Họ và tên,Chức vụ,"Tiền lương, thường",Thù lao,Tổng thu nhập,numeric__Chức vụ,"numeric__Tiền lương, thường",numeric__Thù lao,numeric__Tổng thu nhập
Bà Lê Thị Việt Nga,Bà Lê Thị Việt Nga,Bà Lê Thị Việt Nga,Chủ tịch HĐQT,-,240.000.000,240.000.000,,,240000000.0,240000000.0
Bà Phạm Thị Hồng Nhung,Bà Phạm Thị Hồng Nhung,Bà Phạm Thị Hồng Nhung,Ủy viên HĐQT Kiêm Tổng Giám đốc,1.205.440.942,120.000.000,1.325.440.942,,1205440942.0,120000000.0,1325440942.0
Bà Nguyễn Thị Lan Hương,Bà Nguyễn Thị Lan Hương,Bà Nguyễn Thị Lan Hương,Ủy viên HĐQT,-,120.000.000,120.000.000,,,120000000.0,120000000.0
Bà Nguyễn Thị Thanh Hường,Bà Nguyễn Thị Thanh Hường,Bà Nguyễn Thị Thanh Hường,Ủy viên HĐQT,-,120.000.000,120.000.000,,,120000000.0,120000000.0
Bà Trần Thị Ngọc Bích,Bà Trần Thị Ngọc Bích,Bà Trần Thị Ngọc Bích,Ủy viên HĐQT,-,120.000.000,120.000.000,,,120000000.0,120000000.0
Bà Trần Thị Trang,Bà Trần Thị Trang,Bà Trần Thị Trang,Trưởng BKS (Từ nhiệm từ ngày 01/11/2023),-,100.000.000,100.000.000,,,100000000.0,100000000.0
Ông Phạm Trung Hiếu,Ông Phạm Trung Hiếu,Ông Phạm Trung Hiếu,Trưởng BKS (Từ nhiệm từ ngày 08/01/2024),-,70.000.000,70.000.000,,,70000000.0,70000000.0
Bà Trịnh Thị Trang,Bà Trịnh Thị Trang,Bà Trịnh Thị Trang,Thành viên BKS,-,60.000.000,60.000.000,,,60000000.0,60000000.0
Cộng,Cộng,Cộng,,1.205.440.942,950.000.000,2.155.440.942,,1205440942.0,950000000.0,2155440942.0
