row_label_raw,row_label_full,col_0,31/12/2023Số lượng cổ phiếu,numeric__31/12/2023Số lượng cổ phiếu
Cảm cổ cổ phiếu của OCH tại:,Cảm cổ cổ phiếu của OCH tại:,Cảm cổ cổ phiếu của OCH tại:,Cảm cổ cổ phiếu của OCH tại:,
Công ty Cổ phần Giáo dục Quốc tế Thần Đồng (1),Cảm cổ cổ phiếu của OCH tại: > Công ty Cổ phần Giáo dục Quốc tế Thần Đồng (1),Công ty Cổ phần Giáo dục Quốc tế Thần Đồng (1),7.000.000,7000000.0
Công ty Cổ phần Bình Dương Xanh (2),Cảm cổ cổ phiếu của OCH tại: > Công ty Cổ phần Bình Dương Xanh (2),Công ty Cổ phần Bình Dương Xanh (2),8.000.000,8000000.0
Ngân hàng TMCP Quốc Dân (3),Cảm cổ cổ phiếu của OCH tại: > Ngân hàng TMCP Quốc Dân (3),Ngân hàng TMCP Quốc Dân (3),3.987.517,3987517.0
Ngân hàng TMCP Ngoại thương Việt Nam (4),Cảm cổ cổ phiếu của OCH tại: > Ngân hàng TMCP Ngoại thương Việt Nam (4),Ngân hàng TMCP Ngoại thương Việt Nam (4),19.339.902,19339902.0
Tổng,Cảm cổ cổ phiếu của OCH tại: > Tổng,Tổng,38.327.419,38327419.0
