row_label_raw,row_label_full,col_0,Số cuối năm,Số đầu năm,numeric__Số cuối năm,numeric__Số đầu năm
a. Ngắn hạn,a. Ngắn hạn,a. Ngắn hạn,7.271.436.396,7.271.234.135,7271436396.0,7271234135.0
- Công ty Cổ phần Dịch vụ Thương mại Tổng hợp Wincommerce,- Công ty Cổ phần Dịch vụ Thương mại Tổng hợp Wincommerce,- Công ty Cổ phần Dịch vụ Thương mại Tổng hợp Wincommerce,5.523.915.060,5.523.915.036,5523915060.0,5523915036.0
- Công ty TNHH Đầu tư và Dịch vụ An Thịnh,- Công ty TNHH Đầu tư và Dịch vụ An Thịnh,- Công ty TNHH Đầu tư và Dịch vụ An Thịnh,112.781.952,112.781.952,112781952.0,112781952.0
- Công ty Cổ phần Bánh Givral,- Công ty Cổ phần Bánh Givral,- Công ty Cổ phần Bánh Givral,1.525.987.092,1.525.987.097,1525987092.0,1525987097.0
- Công ty TNHH Thiết bị Y tế Sơn Dương,- Công ty TNHH Thiết bị Y tế Sơn Dương,- Công ty TNHH Thiết bị Y tế Sơn Dương,108.752.292,108.550.050,108752292.0,108550050.0
b. Dài hạn,b. Dài hạn,b. Dài hạn,254.403.575.579,261.675.231.089,254403575579.0,261675231089.0
- Công ty Cổ phần Dịch vụ Thương mại Tổng hợp Wincommerce,- Công ty Cổ phần Dịch vụ Thương mại Tổng hợp Wincommerce,- Công ty Cổ phần Dịch vụ Thương mại Tổng hợp Wincommerce,193.953.152.529,199.477.067.613,193953152529.0,199477067613.0
- Công ty TNHH Đầu tư và Dịch vụ An Thịnh,- Công ty TNHH Đầu tư và Dịch vụ An Thịnh,- Công ty TNHH Đầu tư và Dịch vụ An Thịnh,4.266.917.311,4.379.699.263,4266917311.0,4379699263.0
- Công ty TNHH Thiết bị Y tế Sơn Dương,- Công ty TNHH Thiết bị Y tế Sơn Dương,- Công ty TNHH Thiết bị Y tế Sơn Dương,4.637.660.941,4.746.632.330,4637660941.0,4746632330.0
- Công ty Cổ phần Bánh Givral,- Công ty Cổ phần Bánh Givral,- Công ty Cổ phần Bánh Givral,51.545.844.798,53.071.831.883,51545844798.0,53071831883.0
Cộng,Cộng,Cộng,261.675.011.975,268.946.465.224,261675011975.0,268946465224.0
