row_label_raw,row_label_full,Số dư đầu năm > Vay trong năm,Năm nay > 239.436.357.300 > 1.086.196.770.013,VNDNăm trước > 272.264.947.079 > 803.814.490.262,numeric__Năm nay > 239.436.357.300 > 1.086.196.770.013,numeric__VNDNăm trước > 272.264.947.079 > 803.814.490.262
Trà nợ gốc vay,Trà nợ gốc vay,Trà nợ gốc vay,(646.220.289.923),(836.643.080.041),-646220289923.0,-836643080041.0
Số dư cuối năm,Số dư cuối năm,Số dư cuối năm,679.412.837.390,239.436.357.300,679412837390.0,239436357300.0
