row_label_raw,row_label_full,col_0,Số cuối năm,VND Số đầu năm,numeric__Số cuối năm,numeric__VND Số đầu năm
Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,,
Chỉ phí hoa hồng môi giới,Ngắn hạn > Chỉ phí hoa hồng môi giới,Chỉ phí hoa hồng môi giới,52.005.828.192,38.175.087.629,52005828192.0,38175087629.0
"Công cụ, dụng cụ","Ngắn hạn > Công cụ, dụng cụ","Công cụ, dụng cụ",6.320.173.782,4.691.182.828,6320173782.0,4691182828.0
Chỉ phí thuê văn phòng,Ngắn hạn > Chỉ phí thuê văn phòng,Chỉ phí thuê văn phòng,4.968.722.275,1.925.810.199,4968722275.0,1925810199.0
Khác,Ngắn hạn > Khác,Khác,3.414.888.494,3.278.523.590,3414888494.0,3278523590.0
,,,66.709.612.743,48.070.604.248,66709612743.0,48070604248.0
Dài hạn,Dài hạn,Dài hạn,Dài hạn,Dài hạn,,
"Công cụ, dụng cụ","Dài hạn > Công cụ, dụng cụ","Công cụ, dụng cụ",23.922.513.320,14.294.374.877,23922513320.0,14294374877.0
"Chỉ phí hoa hồng môi giới, nhà mẫu","Dài hạn > Chỉ phí hoa hồng môi giới, nhà mẫu","Chỉ phí hoa hồng môi giới, nhà mẫu",5.080.605.510,422.099.028,5080605510.0,422099028.0
Chỉ phí sửa chữa văn phòng,Dài hạn > Chỉ phí sửa chữa văn phòng,Chỉ phí sửa chữa văn phòng,4.627.048.179,3.125.440.472,4627048179.0,3125440472.0
Chỉ phí thuê văn phòng,Dài hạn > Chỉ phí thuê văn phòng,Chỉ phí thuê văn phòng,1.185.397.632,214.685.617,1185397632.0,214685617.0
Khác,Dài hạn > Khác,Khác,4.163.964.085,1.802.616.580,4163964085.0,1802616580.0
,,,38.979.528.726,19.859.216.574,38979528726.0,19859216574.0
TỔNG CỘNG,Dài hạn > TỔNG CỘNG,TỔNG CỘNG,105.689.141.469,67.929.820.820,105689141469.0,67929820820.0
