row_label_raw,row_label_full,Thuế giá trị gia tăng,Số đầu năm > 76.871.721.449,Số phải nộp trong năm > 239.271.713.185,Số đã nộp trong năm > (165.812.180.285),VND Số cuối năm > 150.331.254.349,numeric__Số đầu năm > 76.871.721.449,numeric__Số phải nộp trong năm > 239.271.713.185,numeric__Số đã nộp trong năm > (165.812.180.285),numeric__VND Số cuối năm > 150.331.254.349
Thuế TNDN,Thuế TNDN,Thuế TNDN,249.729.234.461,421.029.817.752,(255.660.106.980),415.098.945.233,249729234461.0,421029817752.0,-255660106980.0,415098945233.0
Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,30.559.732.152,91.798.738.580,(97.190.275.754),25.168.192.978,30559732152.0,91798738580.0,-97190275754.0,25168192978.0
Thuế nhà thầu,Thuế nhà thầu,Thuế nhà thầu,-,959.025.029,(931.567.048),27.457.981,,959025029.0,-931567048.0,27457981.0
Khác,Khác,Khác,16.936.366,2.685.745.336,(2.274.453.589),428.228.113,16936366.0,2685745336.0,-2274453589.0,428228113.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,357.177.624.428,755.745.037.882,(521.868.583.656),591.054.078.654,357177624428.0,755745037882.0,-521868583656.0,591054078654.0
