row_label_raw,row_label_full,col_0,Số cuối năm,VND Số đầu năm,numeric__Số cuối năm,numeric__VND Số đầu năm
Dự án La Maison Premium,Dự án La Maison Premium,Dự án La Maison Premium,431.217.821.337,-,431217821337.0,
Dự án Tuyên Sơn,Dự án Tuyên Sơn,Dự án Tuyên Sơn,312.399.630.631,308.575.184.627,312399630631.0,308575184627.0
Dự án Lakeside,Dự án Lakeside,Dự án Lakeside,93.021.268.562,42.473.019.249,93021268562.0,42473019249.0
Dự án One River - Phú Mỹ An (*),Dự án One River - Phú Mỹ An (*),Dự án One River - Phú Mỹ An (*),90.335.247.902,116.952.389.392,90335247902.0,116952389392.0
Dự án C1,Dự án C1,Dự án C1,48.051.898.701,45.962.759.558,48051898701.0,45962759558.0
Dự án C2,Dự án C2,Dự án C2,41.232.633.154,41.101.724.063,41232633154.0,41101724063.0
Dự án Khu dân cư Gold Hill,Dự án Khu dân cư Gold Hill,Dự án Khu dân cư Gold Hill,1.474.985.429,1.682.557.035,1474985429.0,1682557035.0
Dự án Khu dân cư Sunshine,Dự án Khu dân cư Sunshine,Dự án Khu dân cư Sunshine,-,194.891.178.345,,194891178345.0
Khác,Khác,Khác,16.864.442.693,9.692.653.171,16864442693.0,9692653171.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,1.034.597.928.409,761.331.465.440,1034597928409.0,761331465440.0
