row_label_raw,row_label_full,Bên liên quan,Mối quan hệ,Nội dung nghiệp vụ,Năm nay,Năm trước,numeric__Mối quan hệ,numeric__Nội dung nghiệp vụ,numeric__Năm nay,numeric__Năm trước
DXG,DXG,DXG,Công ty mẹ,Góp vốn theo HĐHTKD,1.447.025.800.000,282.196.000.246,,,1447025800000.0,282196000246.0
DXG,DXG,DXG,Công ty mẹ,Nhận vốn góp,1.615.109.860.000,1.215.509.640.000,,,1615109860000.0,1215509640000.0
DXG,DXG,DXG,Công ty mẹ,Chia cổ tức,686.752.386.273,555.750.000.000,,,686752386273.0,555750000000.0
DXG,DXG,DXG,Công ty mẹ,Nhân góp vốn theo HĐHTKD,100.000.000.000,80.734.228.400,,,100000000000.0,80734228400.0
DXG,DXG,DXG,Công ty mẹ,Mua trái phiếu,72.302.400.000,-,,,72302400000.0,
DXG,DXG,DXG,Công ty mẹ,Lợi nhuận phân chia từ HĐHTKD,67.437.899.324,65.751.377.029,,,67437899324.0,65751377029.0
DXG,DXG,DXG,Công ty mẹ,Lãi trái phiếu,2.305.238.580,-,,,2305238580.0,
DXG,DXG,DXG,Công ty mẹ,Nhận chuyển nhượng cổ phần,-,551.358.960.000,,,,551358960000.0
DXG,DXG,DXG,Công ty mẹ,Nhận tạm ứng góp vốn,-,303.594.480.000,,,,303594480000.0
DXG,DXG,DXG,Công ty mẹ,Phí dịch vụ môi giới,-,52.139.903.153,,,,52139903153.0
DXG,DXG,DXG,Công ty mẹ,Chỉ phí lãi vay,-,262.011.639,,,,262011639.0
DXG,DXG,DXG,Công ty mẹ,Phí dịch vụ khác,-,180.030.791,,,,180030791.0
