row_label_raw,row_label_full,Mã số,CHỈ TIÊU,Thuyết minh,Năm nay,Năm trước,numeric__CHỈ TIÊU,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
01,01,01,1. Tổng doanh thu về bán hàng và cung cấp dịch vụ,27.1,4.091.947.786.098,2.479.333.720.204,,271.0,4091947786098.0,2479333720204.0
02,02,02,2. Các khoản giảm trừ doanh thu,27.1,(1.214.818.184),(181.136.363),,271.0,-1214818184.0,-181136363.0
10,10,10,3. Doanh thu thuần về bán hàng và cung cấp dịch vụ,27.1,4.090.732.967.914,2.479.152.583.841,,271.0,4090732967914.0,2479152583841.0
11,11,11,4. Giá vốn hàng bán và dịch vụ cung cấp,28,(1.413.486.197.625),(617.985.899.140),,28.0,-1413486197625.0,-617985899140.0
20,20,20,5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,,2.677.246.770.289,1.861.166.684.701,,,2677246770289.0,1861166684701.0
21,21,21,6. Doanh thu hoạt động tài chính,27.2,127.240.317.654,6.260.313.002,,272.0,127240317654.0,6260313002.0
22,22,22,7. Chỉ phí tài chính,29,(32.941.742.365),(19.332.756.153),,29.0,-32941742365.0,-19332756153.0
23,23,23,Trong đó: Chỉ phí lãi vay,,(32.880.835.365),(19.332.756.153),,,-32880835365.0,-19332756153.0
25,25,25,8. Chỉ phí bán hàng,30,(435.182.318.611),(330.999.672.914),,30.0,-435182318611.0,-330999672914.0
26,26,26,9. Chỉ phí quản lý doanh nghiệp,30,(324.584.509.342),(190.120.988.756),,30.0,-324584509342.0,-190120988756.0
30,30,30,10. Lợi nhuận thuần từ hoạt động kinh doanh,,2.011.778.517.625,1.326.973.579.880,,,2011778517625.0,1326973579880.0
31,31,31,11. Thu nhập khác,31,73.557.726.086,10.299.304.895,,31.0,73557726086.0,10299304895.0
32,32,32,12. Chỉ phí khác,31,(36.864.439.302),(22.802.076.958),,31.0,-36864439302.0,-22802076958.0
40,40,40,13. Lợi nhuận (lỗ) khác,31,36.693.286.784,(12.502.772.063),,31.0,36693286784.0,-12502772063.0
50,50,50,14. Tổng lợi nhuận kế toán trước thuế,,2.048.471.804.409,1.314.470.807.817,,,2048471804409.0,1314470807817.0
51,51,51,15. Chỉ phí thuế TNDN hiện hành,32.1,(421.029.817.752),(277.070.374.928),,321.0,-421029817752.0,-277070374928.0
52,52,52,16. Thu nhập thuế TNDN hoãn lại,32.3,5.502.158.408,3.774.066.480,,323.0,5502158408.0,3774066480.0
60,60,60,17. Lợi nhuận sau thuế TNDN,,1.632.944.145.065,1.041.174.499.369,,,1632944145065.0,1041174499369.0
61,61,61,18. Lợi nhuận sau thuế của công ty mẹ,,1.061.393.477.319,511.246.273.949,,,1061393477319.0,511246273949.0
62,62,62,19. Lợi nhuận sau thuế của cổ đông không kiểm soát,,571.550.667.746,529.928.225.420,,,571550667746.0,529928225420.0
70,70,70,20. Lãi cơ bản trên cổ phiếu,26.4,4.289,8.814,,264.0,4289.0,8814.0
70,70,70,21. Lãi suy giảm trên cổ phiếu,26.4,4.289,8.814,,264.0,4289.0,8814.0
