row_label_raw,row_label_full,Tên công ty con,Tên công ty con_1,Lĩnh vực kinh doanh,Tình trạng hoạt động,Tỷ lệ biểu quyết,Tỷ lệ biểu quyết_1,numeric__Tên công ty con_1,numeric__Lĩnh vực kinh doanh,numeric__Tình trạng hoạt động,numeric__Tỷ lệ biểu quyết,numeric__Tỷ lệ biểu quyết_1
Tên công ty con,Tên công ty con,Tên công ty con,Tên công ty con,Lĩnh vực kinh doanh,Tình trạng hoạt động,Tại ngày 31 tháng 12 năm 2019,Tại ngày 31 tháng 12 năm 2018,,,,,
,,,,,,(%),(%),,,,,
(9),Tên công ty con > (9),(9),"Công ty Cổ phần Đầu tư và Dịch vụ Đất Xanh Miền Đông (""Đất Xanh Miền Đông"") (trước đây là Công ty Cổ phần Đầu tư và Dịch vụ Bất động sản Đất Xanh Central)",Kinh doanh và môi giới BĐS,Đang hoạt động,51,-,,,,51.0,
(10),Tên công ty con > (10),(10),"Công ty Cổ phần Địa ốc Viethomes (""Viethomes"")",Kinh doanh và môi giới BĐS,Đang hoạt động,51,51,,,,51.0,51.0
(11),Tên công ty con > (11),(11),"Công ty Cổ phần Dịch vụ và Địa ốc Vinahomes (""Vinahomes"")",Kinh doanh và môi giới BĐS,Đang hoạt động,51,51,,,,51.0,51.0
(12),Tên công ty con > (12),(12),"Công ty Cổ phần Bất động sản Bắc Trung Bộ (""Bất động sản Bắc Trung Bộ"") (trước đây là Công ty Cổ phần Đất Xanh Nghệ An)",Kinh doanh và môi giới BĐS,Đang hoạt động,51,51,,,,51.0,51.0
(13),Tên công ty con > (13),(13),"Công ty Cổ phần Bất động sản Duyên Hải (""Đất Xanh Duyên Hải"") (trước đây là Công ty Cổ phần Dịch vụ và Địa ốc Đất Xanh Quảng Ninh)",Kinh doanh và môi giới BĐS,Đang hoạt động,51,51,,,,51.0,51.0
(14),Tên công ty con > (14),(14),"Công ty Cổ phần Bất động sản Bắc Miền Trung (""Đất Xanh Bắc Miền Trung"")",Kinh doanh và môi giới BĐS,Đang hoạt động,51,51,,,,51.0,51.0
(15),Tên công ty con > (15),(15),"Công ty Cổ phần Đất Xanh Đà Nẵng (""Đất Xanh Đà Nẵng"")",Kinh doanh và môi giới BĐS,Đang hoạt động,51,51,,,,51.0,51.0
(16),Tên công ty con > (16),(16),"Công ty Cổ phần Bất động sản Nam Miền Trung (""Đất Xanh Nam Miền Trung"")",Kinh doanh và môi giới BĐS,Đang hoạt động,51,51,,,,51.0,51.0
(17),Tên công ty con > (17),(17),"Công ty TNHH MTV Smart City (""Smart City"")",Kinh doanh BĐS,Đang hoạt động,100,100,,,,100.0,100.0
(18),Tên công ty con > (18),(18),"Công ty Cổ phần Đầu tư và Dịch vụ City Real (""City Real"") (trước đây là Công ty Cổ phần Đất Xanh Thành Phố)",Kinh doanh và môi giới BĐS,Đang hoạt động,60,60,,,,60.0,60.0
(19),Tên công ty con > (19),(19),"Công ty Cổ phần Đầu tư và Dịch vụ Saigon Real (""Saigon Real"") (trước đây là Công ty Cổ phần Đất Xanh Sài Gòn)",Kinh doanh và môi giới BĐS,Đang hoạt động,60,60,,,,60.0,60.0
(20),Tên công ty con > (20),(20),"Công ty Cổ phần Phát triển Bất động sản Emerald (""Bất động sản Emerald"") (trước đây là Công ty Cổ phần Đất Xanh Miền Trung Emerald)",Kinh doanh và môi giới BĐS,Đang hoạt động,51,-,,,,51.0,
