row_label_raw,row_label_full,Mã số,TÀI SẢN,Thuyết minh,Số cuối năm,Số đầu năm,numeric__TÀI SẢN,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
100,100,100,A. TÀI SẢN NGĂN HẠN,,8.339.472.703.054,5.591.199.531.955,,,8339472703054.0,5591199531955.0
110,110,110,I. Tiền và các khoản tương đương tiền,5,350.802.374.807,321.715.069.301,,5.0,350802374807.0,321715069301.0
111,111,111,1. Tiền,,178.682.374.807,206.044.627.661,,,178682374807.0,206044627661.0
112,112,112,2. Các khoản tương đương tiền,,172.120.000.000,115.670.441.640,,,172120000000.0,115670441640.0
120,120,120,II. Đầu tư tài chính ngắn hạn,,98.309.415.870,47.529.644.785,,,98309415870.0,47529644785.0
123,123,123,1. Đầu tư nằm giữ đến ngày đáo hạn,6,98.309.415.870,47.529.644.785,,6.0,98309415870.0,47529644785.0
130,130,130,III. Các khoản phải thu ngắn hạn,,6.674.077.728.785,4.365.557.581.021,,,6674077728785.0,4365557581021.0
131,131,131,1. Phải thu ngắn hạn của khách hàng,7,1.640.225.171.775,1.008.242.045.007,,7.0,1640225171775.0,1008242045007.0
132,132,132,2. Trả trước cho người bán ngắn hạn,8,323.929.836.621,178.315.812.418,,8.0,323929836621.0,178315812418.0
135,135,135,3. Phải thu về cho vay ngắn hạn,9,180.854.964.715,-,,9.0,180854964715.0,
136,136,136,4. Phải thu ngắn hạn khác,10,4.545.562.741.347,3.191.841.743.553,,10.0,4545562741347.0,3191841743553.0
137,137,137,5. Dự phòng phải thu ngắn hạn khó đòi,11,(16.494.985.673),(12.842.019.957),,11.0,-16494985673.0,-12842019957.0
140,140,140,IV. Hàng tồn kho,12,1.143.945.808.407,807.851.701.581,,12.0,1143945808407.0,807851701581.0
141,141,141,1. Hàng tồn kho,,1.143.945.808.407,807.851.701.581,,,1143945808407.0,807851701581.0
150,150,150,V. Tài sản ngắn hạn khác,,72.337.375.185,48.545.535.267,,,72337375185.0,48545535267.0
151,151,151,1. Chỉ phí trả trước ngắn hạn,13,66.709.612.743,48.070.604.246,,13.0,66709612743.0,48070604246.0
152,152,152,2. Thuế GTGT được khấu trừ,,5.385.796.780,473.931.021,,,5385796780.0,473931021.0
153,153,153,3. Thuế và các khoản khác phải thu Nhà nước,,241.965.662,1.000.000,,,241965662.0,1000000.0
