row_label_raw,row_label_full,LDG,Bên liên quan,Doanh thu dịch vụ môi giới,17.181.207.067,10.940.817.461,numeric__Bên liên quan,numeric__Doanh thu dịch vụ môi giới,numeric__17.181.207.067,numeric__10.940.817.461
DXG,DXG,DXG,Công ty mẹ,Doanh thu dịch vụ môi giới,1.273.321.716,1.273.321.716,,,1273321716.0,1273321716.0
DXI,DXI,DXI,Công ty trong Tập đoàn,Doanh thu dịch vụ môi giới,1.119.677.932,,,,1119677932.0,
,,,,,19.574.206.715,12.214.139.177,,,19574206715.0,12214139177.0
