row_label_raw,row_label_full,Xây dựng FBV,Công ty trongTập đoàn,Xây dựngnhà mẫu,2.067.991.584,col_4,numeric__Công ty trongTập đoàn,numeric__Xây dựngnhà mẫu,numeric__2.067.991.584,numeric__col_4
DXI,DXI,DXI,Công ty trongTập đoàn,Trả trướcđịch vụ môi giới,2.000.000.000,,,,2000000000.0,
DXG,DXG,DXG,Công ty mẹ,Trả trướcđịch vụ môi giới,96.526.734,96.526.734,,,96526734.0,96526734.0
,,,,,4.164.518.318,96.526.734,,,4164518318.0,96526734.0
