row_label_raw,row_label_full,TÀI SẢN,Mã số,Thuyết minh,31/12/2022,01/01/2022,numeric__Mã số,numeric__Thuyết minh,numeric__31/12/2022,numeric__01/01/2022
A. TÀI SẢN NGĂN HẠN,A. TÀI SẢN NGĂN HẠN,A. TÀI SẢN NGĂN HẠN,100,,10.877.019.373.058,11.214.616.631.891,100.0,,10877019373058.0,11214616631891.0
I. Tiền và các khoản tương đương tiền,I. Tiền và các khoản tương đương tiền,I. Tiền và các khoản tương đương tiền,110,V.1,245.914.234.531,1.000.254.949.868,110.0,,245914234531.0,1000254949868.0
1. Tiền,1. Tiền,1. Tiền,111,,236.424.019.112,380.782.411.609,111.0,,236424019112.0,380782411609.0
2. Các khoản tương đương tiền,2. Các khoản tương đương tiền,2. Các khoản tương đương tiền,112,,9.490.215.419,619.472.538.259,112.0,,9490215419.0,619472538259.0
II. Đầu tư tài chính ngắn hạn,II. Đầu tư tài chính ngắn hạn,II. Đầu tư tài chính ngắn hạn,120,,176.857.553.417,2.737.903.082.422,120.0,,176857553417.0,2737903082422.0
1. Đầu tư nằm giữ đến ngày đáo hạn,1. Đầu tư nằm giữ đến ngày đáo hạn,1. Đầu tư nằm giữ đến ngày đáo hạn,123,V.2,176.857.553.417,2.737.903.082.422,123.0,,176857553417.0,2737903082422.0
III. Các khoản phải thu ngắn hạn,III. Các khoản phải thu ngắn hạn,III. Các khoản phải thu ngắn hạn,130,,4.336.772.938.536,3.433.980.916.361,130.0,,4336772938536.0,3433980916361.0
1. Phải thu ngắn hạn của khách hàng,1. Phải thu ngắn hạn của khách hàng,1. Phải thu ngắn hạn của khách hàng,131,V.3,1.219.270.256.242,1.176.436.193.206,131.0,,1219270256242.0,1176436193206.0
2. Trả trước cho người bán ngắn hạn,2. Trả trước cho người bán ngắn hạn,2. Trả trước cho người bán ngắn hạn,132,V.4,207.703.572.359,216.985.822.782,132.0,,207703572359.0,216985822782.0
3. Phải thu về cho vay ngắn hạn,3. Phải thu về cho vay ngắn hạn,3. Phải thu về cho vay ngắn hạn,135,V.5,266.130.000.000,259.480.000.000,135.0,,266130000000.0,259480000000.0
4. Phải thu ngắn hạn khác,4. Phải thu ngắn hạn khác,4. Phải thu ngắn hạn khác,136,V.6,2.667.065.407.318,1.804.000.043.906,136.0,,2667065407318.0,1804000043906.0
5. Dự phòng phải thu ngắn hạn khó đòi,5. Dự phòng phải thu ngắn hạn khó đòi,5. Dự phòng phải thu ngắn hạn khó đòi,137,V.7,(23.397.617.383),(22.922.463.533),137.0,,-23397617383.0,-22922463533.0
6. Tài sản thiếu chờ xử lý,6. Tài sản thiếu chờ xử lý,6. Tài sản thiếu chờ xử lý,139,,1.320.000,1.320.000,139.0,,1320000.0,1320000.0
IV. Hàng tồn kho,IV. Hàng tồn kho,IV. Hàng tồn kho,140,V.8,5.923.303.752.238,3.844.295.963.880,140.0,,5923303752238.0,3844295963880.0
1. Hàng tồn kho,1. Hàng tồn kho,1. Hàng tồn kho,141,,5.925.737.257.822,3.848.208.105.002,141.0,,5925737257822.0,3848208105002.0
2. Dự phòng giảm giá hàng tồn kho,2. Dự phòng giảm giá hàng tồn kho,2. Dự phòng giảm giá hàng tồn kho,149,,(2.433.505.584),(3.912.141.122),149.0,,-2433505584.0,-3912141122.0
V. Tài sản ngắn hạn khác,V. Tài sản ngắn hạn khác,V. Tài sản ngắn hạn khác,150,,194.170.894.336,198.181.719.360,150.0,,194170894336.0,198181719360.0
