row_label_raw,row_label_full,TÀI SẢN,Mã số,Thuyết minh,31/12/2022,01/01/2022,numeric__Mã số,numeric__Thuyết minh,numeric__31/12/2022,numeric__01/01/2022
1. Chi phí trả trước ngắn hạn,1. Chi phí trả trước ngắn hạn,1. Chi phí trả trước ngắn hạn,151,V.9,158.752.644.233,178.700.572.461,151.0,,158752644233.0,178700572461.0
2. Thuế GTGT được khấu trừ,2. Thuế GTGT được khấu trừ,2. Thuế GTGT được khấu trừ,152,,22.381.668.161,3.297.357.939,152.0,,22381668161.0,3297357939.0
3. Thuế và các khoản phải thu Nhà nước,3. Thuế và các khoản phải thu Nhà nước,3. Thuế và các khoản phải thu Nhà nước,153,V.17,13.036.581.942,16.183.788.960,153.0,,13036581942.0,16183788960.0
B. TÀI SẢN DÀI HẠN,B. TÀI SẢN DÀI HẠN,B. TÀI SẢN DÀI HẠN,200,,3.870.776.854.827,5.632.288.008.979,200.0,,3870776854827.0,5632288008979.0
I. Các khoản phải thu dài hạn,I. Các khoản phải thu dài hạn,I. Các khoản phải thu dài hạn,210,,2.381.712.421.430,4.110.287.408.009,210.0,,2381712421430.0,4110287408009.0
1. Phải thu dài hạn khác,1. Phải thu dài hạn khác,1. Phải thu dài hạn khác,216,V.6,2.381.712.421.430,4.110.287.408.009,216.0,,2381712421430.0,4110287408009.0
II. Tài sản cố định,II. Tài sản cố định,II. Tài sản cố định,220,,717.459.864.599,724.974.218.266,220.0,,717459864599.0,724974218266.0
1. Tài sản cố định hữu hình,1. Tài sản cố định hữu hình,1. Tài sản cố định hữu hình,221,V.10,674.360.239.308,701.883.536.637,221.0,,674360239308.0,701883536637.0
- Nguyên giá,- Nguyên giá,- Nguyên giá,222,,1.025.640.804.886,1.016.502.724.593,222.0,,1025640804886.0,1016502724593.0
- Giá trị hao mòn luỹ kế,- Giá trị hao mòn luỹ kế,- Giá trị hao mòn luỹ kế,223,,(351.280.565.578),(314.619.187.956),223.0,,-351280565578.0,-314619187956.0
2. Tài sản cố định vô hình,2. Tài sản cố định vô hình,2. Tài sản cố định vô hình,227,V.11,43.099.625.291,23.090.681.629,227.0,,43099625291.0,23090681629.0
- Nguyên giá,- Nguyên giá,- Nguyên giá,228,,45.413.736.874,25.152.826.470,228.0,,45413736874.0,25152826470.0
- Giá trị hao mòn luỹ kế,- Giá trị hao mòn luỹ kế,- Giá trị hao mòn luỹ kế,229,,(2.314.111.583),(2.062.144.841),229.0,,-2314111583.0,-2062144841.0
III. Bát động sản đầu tư,III. Bát động sản đầu tư,III. Bát động sản đầu tư,230,V.12,103.767.439.988,106.656.556.640,230.0,,103767439988.0,106656556640.0
- Nguyên giá,- Nguyên giá,- Nguyên giá,231,,144.455.832.878,144.455.832.878,231.0,,144455832878.0,144455832878.0
- Giá trị hao mòn luỹ kế,- Giá trị hao mòn luỹ kế,- Giá trị hao mòn luỹ kế,232,,(40.688.392.890),(37.799.276.238),232.0,,-40688392890.0,-37799276238.0
