row_label_raw,row_label_full,31/12/2022,31/12/2022_1,31/12/2022_2,numeric__31/12/2022_1,numeric__31/12/2022_2
Tỷ lệ%,Tỷ lệ%,Tỷ lệ%,Giá gốcVND,Dự phòngVND,,
"14,75","Tỷ lệ% > 14,75","14,75",41.104.911.284,(35.734.632.747),41104911284.0,-35734632747.0
"5,00","Tỷ lệ% > 5,00","5,00",20.000.000.000,(20.000.000.000),20000000000.0,-20000000000.0
"0,1","Tỷ lệ% > 0,1","0,1",1.610.000.000,-,1610000000.0,
,,,734.249.112,(56.172.348),734249112.0,-56172348.0
,,,63.449.160.396,(55.790.805.095),63449160396.0,-55790805095.0
