row_label_raw,row_label_full,col_0,31/12/2022 > Giá gốcVND,31/12/2022 > Giá trị ghi sốVND,01/01/2022 > Giá gốcVND,01/01/2022 > Giá trị ghi sốVND,numeric__31/12/2022 > Giá gốcVND,numeric__31/12/2022 > Giá trị ghi sốVND,numeric__01/01/2022 > Giá gốcVND,numeric__01/01/2022 > Giá trị ghi sốVND
Ngắn hạn,Ngắn hạn,Ngắn hạn,176.857.553.417,176.857.553.417,2.737.903.082.422,2.737.903.082.422,176857553417.0,176857553417.0,2737903082422.0,2737903082422.0
Tiền gửi cókỳ hạn (i),Tiền gửi cókỳ hạn (i),Tiền gửi cókỳ hạn (i),176.857.553.417,176.857.553.417,1.546.810.816.439,1.546.810.816.439,176857553417.0,176857553417.0,1546810816439.0,1546810816439.0
Trái phiếu (ii),Trái phiếu (ii),Trái phiếu (ii),-,-,1.191.092.265.983,1.191.092.265.983,,,1191092265983.0,1191092265983.0
Dài hạn,Dài hạn,Dài hạn,29.000.000.000,29.000.000.000,33.000.000.000,33.000.000.000,29000000000.0,29000000000.0,33000000000.0,33000000000.0
Trái phiếu (iii),Trái phiếu (iii),Trái phiếu (iii),29.000.000.000,29.000.000.000,33.000.000.000,33.000.000.000,29000000000.0,29000000000.0,33000000000.0,33000000000.0
Cộng,Cộng,Cộng,205.857.553.417,205.857.553.417,2.770.903.082.422,2.770.903.082.422,205857553417.0,205857553417.0,2770903082422.0,2770903082422.0
