row_label_raw,row_label_full,Các bên liên quan,Mối quan hệ,Nội dung nghiệp vụ,Năm nay VND,Năm trước VND,numeric__Mối quan hệ,numeric__Nội dung nghiệp vụ,numeric__Năm nay VND,numeric__Năm trước VND
Doanh thu,Doanh thu,Doanh thu,,,4.187.152.834,5.129.596.502,,,4187152834.0,5129596502.0
Công ty CP Xây dựng DIC Holdings,Công ty CP Xây dựng DIC Holdings,Công ty CP Xây dựng DIC Holdings,Công ty liên kết,Cung cấp dịch vụ,572.131.499,1.455.148.145,,,572131499.0,1455148145.0
Công ty CP Đầu tư Phát triển Xây dựng Bê Tông,Công ty CP Đầu tư Phát triển Xây dựng Bê Tông,Công ty CP Đầu tư Phát triển Xây dựng Bê Tông,Công ty liên kết,Cung cấp dịch vụ,176.125.810,343.086.407,,,176125810.0,343086407.0
Công ty CP Vina Đại Phước,Công ty CP Vina Đại Phước,Công ty CP Vina Đại Phước,Bên liên quan,Cung cấp dịch vụ,2.940.267.900,3.331.361.950,,,2940267900.0,3331361950.0
