row_label_raw,row_label_full,col_0,Năm nayVND,Năm trướcVND,numeric__Năm nayVND,numeric__Năm trướcVND
Lợi nhuận kế toán trước thuế,Lợi nhuận kế toán trước thuế,Lợi nhuận kế toán trước thuế,198.787.024.601,1.281.556.948.813,198787024601.0,1281556948813.0
Thuế tính ở thuế suất 20%,Thuế tính ở thuế suất 20%,Thuế tính ở thuế suất 20%,39.757.404.920,256.311.389.763,39757404920.0,256311389763.0
Điều chỉnh:,Điều chỉnh:,Điều chỉnh:,,,,
Lợi thế thương mại phân bổ,Điều chỉnh: > Lợi thế thương mại phân bổ,Lợi thế thương mại phân bổ,3.590.561.442,1.209.268.994,3590561442.0,1209268994.0
Chi phí không được khấu trừ,Điều chỉnh: > Chi phí không được khấu trừ,Chi phí không được khấu trừ,8.065.089.025,27.763.670.821,8065089025.0,27763670821.0
Lỗ tính thuế không ghi nhận thuế hoãn lại,Điều chỉnh: > Lỗ tính thuế không ghi nhận thuế hoãn lại,Lỗ tính thuế không ghi nhận thuế hoãn lại,2.382.083.323,14.678.182.501,2382083323.0,14678182501.0
Sử dụng lỗ tính thuế,Điều chỉnh: > Sử dụng lỗ tính thuế,Sử dụng lỗ tính thuế,(46.012.625.749),(160.271.952),-46012625749.0,-160271952.0
Phần lỗ trong công ty liên kết,Điều chỉnh: > Phần lỗ trong công ty liên kết,Phần lỗ trong công ty liên kết,(621.625.537),(13.342.001.588),-621625537.0,-13342001588.0
Thu nhập từ cổ tức lợi nhuận được chia,Điều chỉnh: > Thu nhập từ cổ tức lợi nhuận được chia,Thu nhập từ cổ tức lợi nhuận được chia,(308.056),(96.321.459),-308056.0,-96321459.0
Dự phòng giảm giá các khoản đầu tư,Điều chỉnh: > Dự phòng giảm giá các khoản đầu tư,Dự phòng giảm giá các khoản đầu tư,260.408.762,4.755.095.453,260408762.0,4755095453.0
Giảm thu nhập do góp vốn tài sản vào công ty con,Điều chỉnh: > Giảm thu nhập do góp vốn tài sản vào công ty con,Giảm thu nhập do góp vốn tài sản vào công ty con,-,2.338.802.253,,2338802253.0
Thuế TNDN trích thừa các năm trước,Điều chỉnh: > Thuế TNDN trích thừa các năm trước,Thuế TNDN trích thừa các năm trước,-,(594.780.725),,-594780725.0
Khác,Điều chỉnh: > Khác,Khác,-,(1.247.358.033),,-1247358033.0
Chi phí thuế thu nhập doanh nghiệp (*),Điều chỉnh: > Chi phí thuế thu nhập doanh nghiệp (*),Chi phí thuế thu nhập doanh nghiệp (*),7.420.988.130,291.615.676.027,7420988130.0,291615676027.0
Chi phí thuế thu nhập doanh nghiệp ghi nhận trong báo cáo kết quả hoạt động kinh doanh hợp nhất:,Chi phí thuế thu nhập doanh nghiệp ghi nhận trong báo cáo kết quả hoạt động kinh doanh hợp nhất:,Chi phí thuế thu nhập doanh nghiệp ghi nhận trong báo cáo kết quả hoạt động kinh doanh hợp nhất:,,,,
Thuế thu nhập doanh nghiệp - hiện hành,Chi phí thuế thu nhập doanh nghiệp ghi nhận trong báo cáo kết quả hoạt động kinh doanh hợp nhất: > Thuế thu nhập doanh nghiệp - hiện hành,Thuế thu nhập doanh nghiệp - hiện hành,41.429.529.642,291.120.609.581,41429529642.0,291120609581.0
Thuế thu nhập doanh nghiệp - hoãn lại,Chi phí thuế thu nhập doanh nghiệp ghi nhận trong báo cáo kết quả hoạt động kinh doanh hợp nhất: > Thuế thu nhập doanh nghiệp - hoãn lại,Thuế thu nhập doanh nghiệp - hoãn lại,(34.008.541.512),495.066.446,-34008541512.0,495066446.0
,,,7.420.988.130,291.615.676.027,7420988130.0,291615676027.0
