row_label_raw,row_label_full,Chỉ tiêu > Lưu chuyển tiền thuần trong năm > Tiền và tương đương tiền đầu năm,Mã số > 50 > 60,Năm nay > (754.346.120.532) > 1.000.254.949.868,Năm trước > 597.290.731.864 > 402.938.011.038,numeric__Mã số > 50 > 60,numeric__Năm nay > (754.346.120.532) > 1.000.254.949.868,numeric__Năm trước > 597.290.731.864 > 402.938.011.038
Ảnh hưởng của thay đổi tỷ giá hối đoái quy đổi ngoại tệ,Ảnh hưởng của thay đổi tỷ giá hối đoái quy đổi ngoại tệ,Ảnh hưởng của thay đổi tỷ giá hối đoái quy đổi ngoại tệ,61,5.405.195,26.206.966,61.0,5405195.0,26206966.0
Tiền và tương đương tiền cuối năm,Tiền và tương đương tiền cuối năm,Tiền và tương đương tiền cuối năm,70,245.914.234.531,1.000.254.949.868,70.0,245914234531.0,1000254949868.0
