row_label_raw,row_label_full,Chỉ tiêu,Mã số,Thuyết minh,Năm nay,Năm trước,numeric__Mã số,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
1. Doanh thu bán hàng và cung cấp dịch vụ,1. Doanh thu bán hàng và cung cấp dịch vụ,1. Doanh thu bán hàng và cung cấp dịch vụ,01,VI.1,1.930.222.593.732,2.585.736.268.742,1.0,,1930222593732.0,2585736268742.0
2. Các khoản giảm trừ doanh thu,2. Các khoản giảm trừ doanh thu,2. Các khoản giảm trừ doanh thu,02,VI.2,33.533.871.455,17.047.424.303,2.0,,33533871455.0,17047424303.0
3. Doanh thu thuần bán hàng và cung cấp dịch vụ,3. Doanh thu thuần bán hàng và cung cấp dịch vụ,3. Doanh thu thuần bán hàng và cung cấp dịch vụ,10,VI.3,1.896.688.722.277,2.568.688.844.439,10.0,,1896688722277.0,2568688844439.0
4. Giá vốn hàng bán,4. Giá vốn hàng bán,4. Giá vốn hàng bán,11,VI.4,1.264.377.255.725,1.729.198.714.955,11.0,,1264377255725.0,1729198714955.0
5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,20,,632.311.466.552,839.490.129.484,20.0,,632311466552.0,839490129484.0
6. Doanh thu hoạt động tài chính,6. Doanh thu hoạt động tài chính,6. Doanh thu hoạt động tài chính,21,VI.5,86.806.112.261,36.549.319.322,21.0,,86806112261.0,36549319322.0
7. Chi phí tài chính,7. Chi phí tài chính,7. Chi phí tài chính,22,VI.6,264.888.595.709,107.050.252.422,22.0,,264888595709.0,107050252422.0
Trong đó: Chi phí lãi vay,Trong đó: Chi phí lãi vay,Trong đó: Chi phí lãi vay,23,,243.164.900.279,96.056.007.775,23.0,,243164900279.0,96056007775.0
"8. Phần lãi hoặc lỗ trong công ty liên doanh, liên kết","8. Phần lãi hoặc lỗ trong công ty liên doanh, liên kết","8. Phần lãi hoặc lỗ trong công ty liên doanh, liên kết",24,V.2,5.809.044.858,66.710.007.939,24.0,,5809044858.0,66710007939.0
9. Chi phí bán hàng,9. Chi phí bán hàng,9. Chi phí bán hàng,25,VI.7,102.059.681.942,197.134.334.653,25.0,,102059681942.0,197134334653.0
10. Chi phí quản lý doanh nghiệp,10. Chi phí quản lý doanh nghiệp,10. Chi phí quản lý doanh nghiệp,26,VI.8,173.817.663.571,154.539.356.736,26.0,,173817663571.0,154539356736.0
11. Lợi nhuận thuần từ hoạt động kinh doanh,11. Lợi nhuận thuần từ hoạt động kinh doanh,11. Lợi nhuận thuần từ hoạt động kinh doanh,30,,184.160.682.449,484.025.512.934,30.0,,184160682449.0,484025512934.0
12. Thu nhập khác,12. Thu nhập khác,12. Thu nhập khác,31,VI.9,28.616.094.181,886.742.886.827,31.0,,28616094181.0,886742886827.0
13. Chi phí khác,13. Chi phí khác,13. Chi phí khác,32,VI.10,13.989.752.029,89.211.450.948,32.0,,13989752029.0,89211450948.0
14. Lợi nhuận khác,14. Lợi nhuận khác,14. Lợi nhuận khác,40,,14.626.342.152,797.531.435.879,40.0,,14626342152.0,797531435879.0
15. Tổng lợi nhuận kế toán trước thuế,15. Tổng lợi nhuận kế toán trước thuế,15. Tổng lợi nhuận kế toán trước thuế,50,,198.787.024.601,1.281.556.948.813,50.0,,198787024601.0,1281556948813.0
16. Chi phí thuế thu nhập doanh nghiệp hiện hành,16. Chi phí thuế thu nhập doanh nghiệp hiện hành,16. Chi phí thuế thu nhập doanh nghiệp hiện hành,51,VI.11,41.429.529.642,291.120.609.581,51.0,,41429529642.0,291120609581.0
17. Chi phí thuế thu nhập doanh nghiệp hoãn lại,17. Chi phí thuế thu nhập doanh nghiệp hoãn lại,17. Chi phí thuế thu nhập doanh nghiệp hoãn lại,52,VI.11,(34.008.541.512),495.066.446,52.0,,-34008541512.0,495066446.0
18. Lợi nhuận sau thuế thu nhập doanh nghiệp,18. Lợi nhuận sau thuế thu nhập doanh nghiệp,18. Lợi nhuận sau thuế thu nhập doanh nghiệp,60,,191.366.036.471,989.941.272.786,60.0,,191366036471.0,989941272786.0
19. Lợi nhuận sau thuế của cổ đông của công ty mẹ,19. Lợi nhuận sau thuế của cổ đông của công ty mẹ,19. Lợi nhuận sau thuế của cổ đông của công ty mẹ,61,,144.128.258.788,986.154.280.785,61.0,,144128258788.0,986154280785.0
20. Lợi nhuận sau thuế của cổ đông không kiểm soát,20. Lợi nhuận sau thuế của cổ đông không kiểm soát,20. Lợi nhuận sau thuế của cổ đông không kiểm soát,62,,47.237.777.683,3.786.992.001,62.0,,47237777683.0,3786992001.0
21. Lãi cơ bản trên cổ phiếu,21. Lãi cơ bản trên cổ phiếu,21. Lãi cơ bản trên cổ phiếu,70,VI.12,236,1.689,70.0,,236.0,1689.0
