row_label_raw,row_label_full,col_0,01/01/2022VND,TăngVND,GiảmVND,31/12/2022VND,numeric__01/01/2022VND,numeric__TăngVND,numeric__GiảmVND,numeric__31/12/2022VND
Vay ngắn hạn – Bên thứ ba,Vay ngắn hạn – Bên thứ ba,Vay ngắn hạn – Bên thứ ba,611.201.075.313,1.785.135.595.310,1.389.595.466.278,1.006.741.204.345,611201075313.0,1785135595310.0,1389595466278.0,1006741204345.0
Vay ngân hàng (Thuyết minh 22.2),Vay ngân hàng (Thuyết minh 22.2),Vay ngân hàng (Thuyết minh 22.2),288.531.530.802,1.200.017.711.276,1.044.681.261.764,443.867.980.314,288531530802.0,1200017711276.0,1044681261764.0,443867980314.0
Vay dài hạn đến hạn trả (Thuyết minh 22.3),Vay dài hạn đến hạn trả (Thuyết minh 22.3),Vay dài hạn đến hạn trả (Thuyết minh 22.3),313.423.384.511,348.106.904.041,315.469.884.514,346.060.404.038,313423384511.0,348106904041.0,315469884514.0,346060404038.0
Vay cá nhân (Thuyết minh 22.1),Vay cá nhân (Thuyết minh 22.1),Vay cá nhân (Thuyết minh 22.1),9.246.160.000,237.010.979.993,29.444.320.000,216.812.819.993,9246160000.0,237010979993.0,29444320000.0,216812819993.0
Vay dài hạn – Bên thứ ba,Vay dài hạn – Bên thứ ba,Vay dài hạn – Bên thứ ba,4.295.452.475.499,420.642.323.585,1.877.767.968.371,2.838.326.830.713,4295452475499.0,420642323585.0,1877767968371.0,2838326830713.0
Vay ngân hàng (Thuyết minh 22.3),Vay ngân hàng (Thuyết minh 22.3),Vay ngân hàng (Thuyết minh 22.3),897.101.547.384,417.967.723.585,351.012.979.041,964.056.291.928,897101547384.0,417967723585.0,351012979041.0,964056291928.0
Trái phiếu thường phát hành (Thuyết minh 22.4),Trái phiếu thường phát hành (Thuyết minh 22.4),Trái phiếu thường phát hành (Thuyết minh 22.4),3.387.249.328.115,-,1.525.412.189.330,1.861.837.138.785,3387249328115.0,,1525412189330.0,1861837138785.0
Vay cá nhân,Vay cá nhân,Vay cá nhân,11.101.600.000,2.674.600.000,1.342.800.000,12.433.400.000,11101600000.0,2674600000.0,1342800000.0,12433400000.0
Cộng,Cộng,Cộng,4.906.653.550.812,2.205.777.918.895,3.267.363.434.649,3.845.068.035.058,4906653550812.0,2205777918895.0,3267363434649.0,3845068035058.0
