row_label_raw,row_label_full,col_0,Năm nay,VNDNăm trước,numeric__Năm nay,numeric__VNDNăm trước
Chi phí bán hàng,Chi phí bán hàng,Chi phí bán hàng,117.902.117.428,124.034.028.139,117902117428.0,124034028139.0
Chi phí hoa hồng môi giới,Chi phí hoa hồng môi giới,Chi phí hoa hồng môi giới,100.582.808.486,100.559.689.549,100582808486.0,100559689549.0
Chi phí quảng cáo,Chi phí quảng cáo,Chi phí quảng cáo,8.613.193.925,16.116.188.747,8613193925.0,16116188747.0
Lương nhân viên,Lương nhân viên,Lương nhân viên,5.287.394.125,4.609.609.648,5287394125.0,4609609648.0
Khác,Khác,Khác,3.418.720.892,2.748.540.195,3418720892.0,2748540195.0
Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,127.390.478.732,92.843.638.170,127390478732.0,92843638170.0
Lương nhân viên,Lương nhân viên,Lương nhân viên,73.792.215.879,56.493.667.993,73792215879.0,56493667993.0
Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,36.471.629.798,22.041.102.884,36471629798.0,22041102884.0
Khấu hao và hao mòn,Khấu hao và hao mòn,Khấu hao và hao mòn,3.650.894.841,3.261.213.587,3650894841.0,3261213587.0
Khác,Khác,Khác,13.475.738.214,11.047.653.706,13475738214.0,11047653706.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,245.292.596.160,216.877.666.309,245292596160.0,216877666309.0
