row_label_raw,row_label_full,col_0,Năm nay,VNDNăm trước,numeric__Năm nay,numeric__VNDNăm trước
Doanh thu,Doanh thu,Doanh thu,3.913.816.861.060,3.410.140.296.294,3913816861060.0,3410140296294.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Doanh thu chuyển nhượng đất,Trong đó: > Doanh thu chuyển nhượng đất,Doanh thu chuyển nhượng đất,3.828.122.077.658,3.374.904.133.792,3828122077658.0,3374904133792.0
Doanh thu chuyển nhượng cơ sở hạ tầng,Trong đó: > Doanh thu chuyển nhượng cơ sở hạ tầng,Doanh thu chuyển nhượng cơ sở hạ tầng,53.738.865.591,-,53738865591.0,
Doanh thu cung cấp dịch vụ,Trong đó: > Doanh thu cung cấp dịch vụ,Doanh thu cung cấp dịch vụ,23.926.111.994,15.580.528.117,23926111994.0,15580528117.0
Doanh thu cho thuê bắt động sản đầu tư,Trong đó: > Doanh thu cho thuê bắt động sản đầu tư,Doanh thu cho thuê bắt động sản đầu tư,8.029.805.817,10.904.791.138,8029805817.0,10904791138.0
Doanh thu bán căn hộ,Trong đó: > Doanh thu bán căn hộ,Doanh thu bán căn hộ,-,8.750.843.247,,8750843247.0
Các khoản giảm trừ doanh thu,Trong đó: > Các khoản giảm trừ doanh thu,Các khoản giảm trừ doanh thu,-,(10.281.555.066),,-10281555066.0
Hàng bán bị trả lại,Trong đó: > Hàng bán bị trả lại,Hàng bán bị trả lại,-,(10.281.555.066),,-10281555066.0
DOANH THU THUẦN,Trong đó: > DOANH THU THUẦN,DOANH THU THUẦN,3.913.816.861.060,3.399.858.741.228,3913816861060.0,3399858741228.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Doanh thu chuyển nhượng đất,Trong đó: > Doanh thu chuyển nhượng đất,Doanh thu chuyển nhượng đất,3.828.122.077.658,3.374.904.133.792,3828122077658.0,3374904133792.0
Doanh thu chuyển nhượng cơ sở hạ tầng,Trong đó: > Doanh thu chuyển nhượng cơ sở hạ tầng,Doanh thu chuyển nhượng cơ sở hạ tầng,53.738.865.591,-,53738865591.0,
Doanh thu cung cấp dịch vụ,Trong đó: > Doanh thu cung cấp dịch vụ,Doanh thu cung cấp dịch vụ,23.926.111.994,15.580.528.117,23926111994.0,15580528117.0
Doanh thu cho thuê bắt động sản đầu tư,Trong đó: > Doanh thu cho thuê bắt động sản đầu tư,Doanh thu cho thuê bắt động sản đầu tư,8.029.805.817,10.904.791.138,8029805817.0,10904791138.0
Doanh thu bán căn hộ,Trong đó: > Doanh thu bán căn hộ,Doanh thu bán căn hộ,-,(1.530.711.819),,-1530711819.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Doanh thu với bên khác,Trong đó: > Doanh thu với bên khác,Doanh thu với bên khác,3.909.899.109.773,3.340.586.217.662,3909899109773.0,3340586217662.0
Doanh thu với bên liên quan,Trong đó: > Doanh thu với bên liên quan,Doanh thu với bên liên quan,3.917.751.287,59.272.523.566,3917751287.0,59272523566.0
