row_label_raw,row_label_full,Ông Nguyễn Văn Đạt,Chủ tịch,col_2,numeric__Chủ tịch,numeric__col_2
Bà Trần Thị Hường,Bà Trần Thị Hường,Bà Trần Thị Hường,Phó Chủ tịch,,,
Ông Nguyễn Tấn Danh,Ông Nguyễn Tấn Danh,Ông Nguyễn Tấn Danh,Phó Chủ tịch,,,
Ông Đoàn Việt Đại Tử,Ông Đoàn Việt Đại Tử,Ông Đoàn Việt Đại Tử,Thành viên độc lập,,,
Ông Lê Minh Dũng,Ông Lê Minh Dũng,Ông Lê Minh Dũng,Thành viên độc lập,,,
Ông Khương Văn Mười,Ông Khương Văn Mười,Ông Khương Văn Mười,Thành viên độc lập,,,
Ông Trần Trọng Gia Vinh,Ông Trần Trọng Gia Vinh,Ông Trần Trọng Gia Vinh,Thành viên độc lập,,,
Ông Lê Quang Phúc,Ông Lê Quang Phúc,Ông Lê Quang Phúc,Thành viên,,,
Ông Bùi Quang Anh Vũ,Ông Bùi Quang Anh Vũ,Ông Bùi Quang Anh Vũ,Thành viên,bổ nhiệm ngày 25 tháng 4 năm 2020,,
