row_label_raw,row_label_full,col_0,Số cuối năm,VND Số đầu năm,numeric__Số cuối năm,numeric__VND Số đầu năm
Ngắn hạn,Ngắn hạn,Ngắn hạn,175.111.689.074,797.797.508.301,175111689074.0,797797508301.0
Phải thu các bên khác,Phải thu các bên khác,Phải thu các bên khác,119.083.656.537,695.788.611.272,119083656537.0,695788611272.0
- Công ty Cổ phần Đầu tư Bất động sản Thiên Minh,- Công ty Cổ phần Đầu tư Bất động sản Thiên Minh,- Công ty Cổ phần Đầu tư Bất động sản Thiên Minh,70.615.693.202,344.738.890.572,70615693202.0,344738890572.0
- Công ty Cổ phần Đầu tư Danh Khôi Holdings,- Công ty Cổ phần Đầu tư Danh Khôi Holdings,- Công ty Cổ phần Đầu tư Danh Khôi Holdings,-,157.852.595.000,,157852595000.0
- Khác,- Khác,- Khác,48.467.963.335,193.197.125.700,48467963335.0,193197125700.0
Phải thu bên liên quan (Thuyết minh số 30),Phải thu bên liên quan (Thuyết minh số 30),Phải thu bên liên quan (Thuyết minh số 30),56.028.032.537,102.008.897.029,56028032537.0,102008897029.0
Dài hạn,Dài hạn,Dài hạn,50.000.000.000,100.000.000.000,50000000000.0,100000000000.0
Phải thu bên liên quan (Thuyết minh số 30),Phải thu bên liên quan (Thuyết minh số 30),Phải thu bên liên quan (Thuyết minh số 30),50.000.000.000,100.000.000.000,50000000000.0,100000000000.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,225.111.689.074,897.797.508.301,225111689074.0,897797508301.0
Dự phòng phải thu ngắn hạn khó đòi,Dự phòng phải thu ngắn hạn khó đòi,Dự phòng phải thu ngắn hạn khó đòi,(1.041.544.375),(3.108.486.026),-1041544375.0,-3108486026.0
GIÁ TRỊ THUÀN,GIÁ TRỊ THUÀN,GIÁ TRỊ THUÀN,224.070.144.699,894.689.022.275,224070144699.0,894689022275.0
