row_label_raw,row_label_full,Tên,Chức vụ,Thu nhập,Thu nhập_1,numeric__Chức vụ,numeric__Thu nhập,numeric__Thu nhập_1
Tên,Tên,Tên,Chức vụ,Năm nay,Năm trước,,,
Ông Nguyễn Văn Đạt,Tên > Ông Nguyễn Văn Đạt,Ông Nguyễn Văn Đạt,Chủ tịch,6.799.477.733,7.481.609.231,,6799477733.0,7481609231.0
Bà Trần Thị Hường,Tên > Bà Trần Thị Hường,Bà Trần Thị Hường,Phó Chủ tịch,4.318.156.923,4.377.430.769,,4318156923.0,4377430769.0
Ông Nguyễn Tấn Danh,Tên > Ông Nguyễn Tấn Danh,Ông Nguyễn Tấn Danh,Phó Chủ tịch,796.262.222,3.311.286.154,,796262222.0,3311286154.0
Ông Lê Quang Phúc,Tên > Ông Lê Quang Phúc,Ông Lê Quang Phúc,Thành viên HĐQT,666.013.333,1.050.000.000,,666013333.0,1050000000.0
,,,Thành viên,,,,,
Ông Đoàn Việt Đại Tử,Tên > Ông Đoàn Việt Đại Tử,Ông Đoàn Việt Đại Tử,không điều hành HĐQT,480.000.000,1.020.000.000,,480000000.0,1020000000.0
Ông Khương Văn Mười,Tên > Ông Khương Văn Mười,Ông Khương Văn Mười,Thành viên độc lập HĐQT,480.000.000,720.000.000,,480000000.0,720000000.0
Ông Trần Trọng Gia Vinh,Tên > Ông Trần Trọng Gia Vinh,Ông Trần Trọng Gia Vinh,Thành viên độc lập HĐQT,480.000.000,720.000.000,,480000000.0,720000000.0
Ông Lê Minh Dũng,Tên > Ông Lê Minh Dũng,Ông Lê Minh Dũng,Thành viên độc lập HĐQT,480.000.000,320.000.000,,480000000.0,320000000.0
Ông Bùi Quang Anh Vũ,Tên > Ông Bùi Quang Anh Vũ,Ông Bùi Quang Anh Vũ,Tổng Giám đốc,4.502.870.769,2.867.796.923,,4502870769.0,2867796923.0
Ông Phạm Trọng Hòa,Tên > Ông Phạm Trọng Hòa,Ông Phạm Trọng Hòa,Phó Tổng Giám đốc,660.000.000,2.861.981.538,,660000000.0,2861981538.0
Ông Nguyễn Thanh Thảo,Tên > Ông Nguyễn Thanh Thảo,Ông Nguyễn Thanh Thảo,Phó Tổng Giám đốc,1.647.875.714,-,,1647875714.0,
TỔNG CỘNG,Tên > TỔNG CỘNG,TỔNG CỘNG,,21.310.656.694,24.730.104.615,,21310656694.0,24730104615.0
