row_label_raw,row_label_full,col_0,Số cuối năm > %sở hữu,Số cuối năm > Số tiềnVND,Số đầu năm > %sở hữu,Số đầu năm > Số tiềnVND,numeric__Số cuối năm > %sở hữu,numeric__Số cuối năm > Số tiềnVND,numeric__Số đầu năm > %sở hữu,numeric__Số đầu năm > Số tiềnVND
"Công ty Cổ phần Đầu tư Bất động sản BIDICI (""BIDICI"") (i)","Công ty Cổ phần Đầu tư Bất động sản BIDICI (""BIDICI"") (i)","Công ty Cổ phần Đầu tư Bất động sản BIDICI (""BIDICI"") (i)",49,1.092.700.000.000,-,-,49.0,1092700000000.0,,
"Công ty Cổ phần Đầu tư Serenity (""Serenity"") (ii)","Công ty Cổ phần Đầu tư Serenity (""Serenity"") (ii)","Công ty Cổ phần Đầu tư Serenity (""Serenity"") (ii)",36,635.182.000.000,-,-,36.0,635182000000.0,,
"Công ty TNHH Đầu tư Xây dựng Công trình PĐP (""Công trình PĐP"") (iii)","Công ty TNHH Đầu tư Xây dựng Công trình PĐP (""Công trình PĐP"") (iii)","Công ty TNHH Đầu tư Xây dựng Công trình PĐP (""Công trình PĐP"") (iii)",49,6.067.000.000,49,2.692.000.000,49.0,6067000000.0,49.0,2692000000.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,,1.733.949.000.000,,2.692.000.000,,1733949000000.0,,2692000000.0
