row_label_raw,row_label_full,Bên liên quan,Mối quan hệ,Nội dung nghiệp vụ,Năm nay,Năm trước,numeric__Mối quan hệ,numeric__Nội dung nghiệp vụ,numeric__Năm nay,numeric__Năm trước
Bà Trần Thị Hường,Bà Trần Thị Hường,Bà Trần Thị Hường,Phó Chủ tịch HDQT,Thu tiền chuyển nhượng bất động sản Đặt cọc mua sản phẩm,10.276.238.400,21.000.000.000,,,10276238400.0,21000000000.0
Bà Trần Thị Hường,Bà Trần Thị Hường,Bà Trần Thị Hường,Phó Chủ tịch HDQT,Thu tiền chuyển nhượng bất động sản Đặt cọc mua sản phẩm,800.000.000,-,,,800000000.0,
Bà Trần Thị Hường,Bà Trần Thị Hường,Bà Trần Thị Hường,Phó Chủ tịch HDQT,Mượn tiền,500.000.000,-,,,500000000.0,
Bà Trần Thị Hường,Bà Trần Thị Hường,Bà Trần Thị Hường,Phó Chủ tịch HDQT,Hoàn tiền mượn,500.000.000,-,,,500000000.0,
Bà Trần Thị Hường,Bà Trần Thị Hường,Bà Trần Thị Hường,Phó Chủ tịch HDQT,Chuyển nhượng bất động sản,-,29.041.638.544,,,,29041638544.0
Ngô Mây,Ngô Mây,Ngô Mây,Công ty con,Góp vốn,6.712.539.400,127.012.460.600,,,6712539400.0,127012460600.0
Ông Lê Quang Phúc,Ông Lê Quang Phúc,Ông Lê Quang Phúc,Thành viên HDQT,Thu tiền chuyển nhượng bất động sản Đặt cọc mua sản phẩm,2.764.080.000,-,,,2764080000.0,
Ông Lê Quang Phúc,Ông Lê Quang Phúc,Ông Lê Quang Phúc,Thành viên HDQT,Thu tiền chuyển nhượng bất động sản Đặt cọc mua sản phẩm,800.000.000,-,,,800000000.0,
Công trình PDP,Công trình PDP,Công trình PDP,Công ty liên kết,Góp vốn,3.375.000.000,2.712.609.000,,,3375000000.0,2712609000.0
ĐK Phú Quốc,ĐK Phú Quốc,ĐK Phú Quốc,Công ty con,Thu nhập từ lãi Tạm ứng phát triển dự án Cung cấp dịch vụ,2.469.596.438,4.416.753.645,,,2469596438.0,4416753645.0
ĐK Phú Quốc,ĐK Phú Quốc,ĐK Phú Quốc,Công ty con,Thu nhập từ lãi Tạm ứng phát triển dự án Cung cấp dịch vụ,700.000.000,802.200.000,,,700000000.0,802200000.0
ĐK Phú Quốc,ĐK Phú Quốc,ĐK Phú Quốc,Công ty con,Thu nhập từ lãi Tạm ứng phát triển dự án Cung cấp dịch vụ,159.167.418,421.196.218,,,159167418.0,421196218.0
Công ty Cổ phần Tư vấn Quản lý BDSC,Công ty Cổ phần Tư vấn Quản lý BDSC,Công ty Cổ phần Tư vấn Quản lý BDSC,Bên liên quan của Chủ tịch,Sử dụng dịch vụ,1.884.000.000,2.043.500.000,,,1884000000.0,2043500000.0
Phú Hưng,Phú Hưng,Phú Hưng,Công ty con,Tạm ứng,-,9.327.082.235,,,,9327082235.0
Đầu tư Phát Đạt,Đầu tư Phát Đạt,Đầu tư Phát Đạt,Công ty con,Cán trừ công nợ và vốn góp Cung cấp dịch vụ,-,131.000.000.000,,,,131000000000.0
Đầu tư Phát Đạt,Đầu tư Phát Đạt,Đầu tư Phát Đạt,Công ty con,Cán trừ công nợ và vốn góp Cung cấp dịch vụ,-,480.000.000,,,,480000000.0
Ông Nguyễn Thanh Thảo,Ông Nguyễn Thanh Thảo,Ông Nguyễn Thanh Thảo,Phó Tổng Giám đốc,Đặt cọc mua sản phẩm,800.000.000,-,,,800000000.0,
Ông Lê Minh Dũng,Ông Lê Minh Dũng,Ông Lê Minh Dũng,Thành viên độc lập HDQT,Đặt cọc mua sản phẩm,800.000.000,-,,,800000000.0,
Ông Trần Trọng Gia Vinh,Ông Trần Trọng Gia Vinh,Ông Trần Trọng Gia Vinh,Thành viên độc lập HDQT,Đặt cọc mua sản phẩm,400.000.000,-,,,400000000.0,
