row_label_raw,row_label_full,col_0,Năm 2025VND,Năm 2024VND,numeric__Năm 2025VND,numeric__Năm 2024VND
Chi phí bán hàng,Chi phí bán hàng,Chi phí bán hàng,498.674.454.196,420.715.988.449,498674454196.0,420715988449.0
Chi phí nhân viên,Chi phí nhân viên,Chi phí nhân viên,24.534.895.384,19.154.250.611,24534895384.0,19154250611.0
Chi phí nguyên vật liệu,Chi phí nguyên vật liệu,Chi phí nguyên vật liệu,28.739.819.030,22.400.339.852,28739819030.0,22400339852.0
"Chi phí dụng cụ, đồ dùng","Chi phí dụng cụ, đồ dùng","Chi phí dụng cụ, đồ dùng",2.414.197.131,1.745.669.735,2414197131.0,1745669735.0
Chi phí khấu hao TSCĐ,Chi phí khấu hao TSCĐ,Chi phí khấu hao TSCĐ,1.761.827.761,-,1761827761.0,
Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,412.013.564.339,340.013.557.447,412013564339.0,340013557447.0
Chi phí bằng tiền khác,Chi phí bằng tiền khác,Chi phí bằng tiền khác,29.210.150.551,37.402.170.804,29210150551.0,37402170804.0
Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,265.864.710.995,222.299.471.960,265864710995.0,222299471960.0
Chi phí nhân viên quản lý,Chi phí nhân viên quản lý,Chi phí nhân viên quản lý,118.065.126.508,77.930.779.948,118065126508.0,77930779948.0
Chi phí vật liệu quản lý,Chi phí vật liệu quản lý,Chi phí vật liệu quản lý,685.399.129,855.217.178,685399129.0,855217178.0
Chi phí đồ dùng văn phòng,Chi phí đồ dùng văn phòng,Chi phí đồ dùng văn phòng,3.357.453.300,3.573.175.612,3357453300.0,3573175612.0
Chi phí khấu hao TSCĐ,Chi phí khấu hao TSCĐ,Chi phí khấu hao TSCĐ,37.705.847.392,34.518.155.573,37705847392.0,34518155573.0
Thuế phí và lệ phí,Thuế phí và lệ phí,Thuế phí và lệ phí,35.596.023.334,44.333.644.969,35596023334.0,44333644969.0
Chi phí dự phòng,Chi phí dự phòng,Chi phí dự phòng,(13.947.592.761),(31.285.980.487),-13947592761.0,-31285980487.0
Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,29.855.282.822,31.984.379.254,29855282822.0,31984379254.0
Chi phí bằng tiền khác,Chi phí bằng tiền khác,Chi phí bằng tiền khác,54.547.171.271,60.390.099.913,54547171271.0,60390099913.0
Tổng,Tổng,Tổng,764.539.165.191,643.015.460.409,764539165191.0,643015460409.0
