row_label_raw,row_label_full,col_0,Số năm,numeric__Số năm
"Nhà cửa, vật kiến trúc","Nhà cửa, vật kiến trúc","Nhà cửa, vật kiến trúc",25 - 50,
"Máy móc, thiết bị","Máy móc, thiết bị","Máy móc, thiết bị",05 - 15,
Phương tiện vận tải,Phương tiện vận tải,Phương tiện vận tải,06 - 15,
"Thiết bị, dụng cụ quản lý","Thiết bị, dụng cụ quản lý","Thiết bị, dụng cụ quản lý",03 - 10,
Tài sản cố định hữu hình khác,Tài sản cố định hữu hình khác,Tài sản cố định hữu hình khác,04 - 25,
