row_label_raw,row_label_full,col_0,Vốn đầu tư của chủ sở hữu,Quỹ khác thuộc vốn chủ sở hữu (*),Lợi nhuận sau thuế chưa phân phối,Tổng,numeric__Vốn đầu tư của chủ sở hữu,numeric__Quỹ khác thuộc vốn chủ sở hữu (*),numeric__Lợi nhuận sau thuế chưa phân phối,numeric__Tổng
Số dư tại 01/01/2024,Số dư tại 01/01/2024,Số dư tại 01/01/2024,5.000.000.000.000,231.825.797.290,(2.645.851.822.319),2.585.973.974.971,5000000000000.0,231825797290.0,-2645851822319.0,2585973974971.0
Lãi trong năm trước,Lãi trong năm trước,Lãi trong năm trước,-,-,4.303.134.291,4.303.134.291,,,4303134291.0,4303134291.0
Số dư tại 31/12/2024,Số dư tại 31/12/2024,Số dư tại 31/12/2024,5.000.000.000.000,231.825.797.290,(2.641.548.688.028),2.590.277.109.262,5000000000000.0,231825797290.0,-2641548688028.0,2590277109262.0
Số dư tại 01/01/2025,Số dư tại 01/01/2025,Số dư tại 01/01/2025,5.000.000.000.000,231.825.797.290,(2.641.548.688.028),2.590.277.109.262,5000000000000.0,231825797290.0,-2641548688028.0,2590277109262.0
Lãi trong năm nay,Lãi trong năm nay,Lãi trong năm nay,-,-,5.517.033.777,5.517.033.777,,,5517033777.0,5517033777.0
Số dư tại 31/12/2025,Số dư tại 31/12/2025,Số dư tại 31/12/2025,5.000.000.000.000,231.825.797.290,(2.636.031.654.251),2.595.794.143.039,5000000000000.0,231825797290.0,-2636031654251.0,2595794143039.0
